랭킹,상품명,가격,리뷰,구매건수,찜하기,스마트스토어,쇼핑몰,배송비,용도,부위,중량,등급,링크
71,[박판호순천한우] 한우 육사시미 뭉티기 120g,11900,2,,1,1,박판호순천한우,3000,육회용,"우둔, 기타",120g,,https://cr.shopping.naver.com/adcr.nhn?x=bHiGVvXf0Fc0w84MLud%2Fl%2F%2F%2F%2Fw%3D%3DszvdrNG1W1bKCE3HJwC5pomy7h8KMmPrqhWvzW85GsttTG8bhWYnXTnlfJjXd7Hc2LCrSN6dOtkBEeQP5tDfFcmedW%2BMyCIcyNsWGbi%2FX%2FUA%2Fa18qhDQ1A%2FKJp3fgBDor1uQttTCbs58HTX%2BdUG79JDnnK7YwieUvGhEHKcNXV7jvMiCQri7FtNDfP6PSq0StYql7BVQGGn4vwT1M1%2F%2B8imFEV98CfAwi%2FgpsOD1fQ6AOYZ%2BfIXAZX1YuSRx8xCrn3VIYsTr9inTeTZzv5aaxnyBvGyRhVXJcFICQ1GLIiOQ%2Fa18qhDQ1A%2FKJp3fgBDor391W%2FC1w5SVs2sYtTdFSep3VZhrZjg57KKQaWyDbThM6HxWPJFOxyUU9o2vvYoaQrXb%2B3d0QTOTIl2QL0uQODJ6aluTg9twp6Px9dSPCP0jCgyt%2FXXfk08Hj1%2FizOSkEERZVR1KEo3piEAa1QluIVjo3hD7L5ciMMOuFetel68dkkvTY5T4icedkrXVJ0dkIACgEgZbNUIclB%2B6p5yDG4H%2FwrQVFTPRb4BJ9jxGEdw6XO1LwGvGS%2BbBJBlwBgUzKRmg2wNNqEI3Ic2%2F2%2Bz0WaXUczTezuKN853wcTowai9zvVIWCMQbX6fIBRkP4Zm03VSnWC%2B8REN7Ue8ODqnQvJgau4fTwOUqyF63FjwpQRls%3D&nvMid=83991306566&catId=50004654
72,[트레이더스]한우 1등급 육사시미 180g,13900,,,0,0,이마트몰,3000,,,,,https://cr.shopping.naver.com/adcr.nhn?x=zcivvNwUOVexO%2F3yCcLuyP%2F%2F%2Fw%3D%3DsWYVyhsu0tPYcw3Vds%2F%2Fh5%2BVAcjyF93YCRRukpPB3kteq2XnnOQAIvk72teFbS9xep%2BLxwsp4NYMs0o%2Fix3QhMac7tl%2Fi7Co14EIcdqZNX0CAbCY81f975eS5nfR25FBiI1ODi9hUm3Sq0pLB9du%2BPg%2B0SDasq%2FgMmDO7mt42t9ubPPTv3ebaEfMmTw2DEFaXLe4NvK6z97x4EeJwkR%2BEjpB4V6xZZwy6Rei3JZ9MBbLHldO2tJxtiPUosJW%2Fk7HP%2BIdX%2F74333It9As4RtIqua%2BW2v6jqNUwjuPPpRTohecSvUIB301PlcgCwd4cBVaeUYH4CMb%2F0dxIDn7iKEb1i1kTkM51KhuRq9Nc4VxG1ujg50BeHH0jIrDbRFAhFNFyf7SBqhfWrLb6PoA%2FYKLIi9J%2FhO3vXVwvYJMYBhGhUEJD4P%2Bj2CVvS6QkrpszyaIoCuwrUM2Vi5bq9fxYHuPhKV2tkJcGo4cqCAGlzKV9nMV0YndkaF8KK2gBiC6NC1yOtqHtwa5toZRJGf%2FxebAOEqr6H0YqC4NeAH4NWIZ3%2BATN81WjUpxJVJrN5mDsz4Bpy2CTzEff2wNSEeiX9oHj0hDk3E80dIQ7fMTJBFqV3NPONvsALJ73GLnq6%2FL3AchZzhh6gSjT%2FX%2FOJq7AExGzIvveqQBLV9QvrbQbAzatuQCPYhoVczn%2B%2FaPR2HRmiWo12ZVWCwxCaZyPHBegjD0iFjVqKZM0uX%2BHYocJL%2F3%2FdUVhPdI9kZ6DFGYu0Q8H32efhWw3%2BIByOa0jCVNQVnCDoA%3D%3D&nvMid=29836242116&catId=50004654
73,한우 암소 육회 육사시미 육전용 생고기 300g 우둔살 홍두깨살,19500,253,27,3,1,조한우싱싱몰,3500,,,,,https://cr.shopping.naver.com/adcr.nhn?x=hsPuDzlAjaKvmxE7U670Gf%2F%2F%2Fw%3D%3DsdZl0l6KwSy53St3613DzS4O8234pxIjvnvNIwNDL2V6lYrSUWhHeV%2BWxNc3653BtDYDky3QmFBdeva3%2FrqgRpEls1M9xucXxkPPt7QTmSRFr6kdrp7BvT8OlwZ7P37YyUTioX0F9fJ3OVnYnD12Sxh6iLuGsw9Rzq3%2FC5gTM6nZzSN2JVGcP3%2FheeB4WOubRWQK2dCuJ%2BtNn52Jxn%2FadEUuG%2FicFY3q9hGdjro9%2BnxRibxwyMprn5wcFlwwmkgxMxkhaTaxukSEUhoGb9xuwF4FvIg99pI98OS0oZ4Q2Wytr6kdrp7BvT8OlwZ7P37YyZp%2FuhVWf5tMOyu5R2EADu5JSRXXgpVKobkqLsoCpU0rKFJVZr3HjXC535ypbhITkVxYF%2BidgRzpKePdoQo6M3Fj%2FR5GuHsLg%2Fc0uIecKR8%2FWVwGlh1vSLVzNx3mInn93e6yPKGOKBSTvVlSo%2B2aU5oKtzPXnQUPh7JrFEJn0%2BrqX1B4zR%2BprXgz%2FZ66qkz0S6eB4QqllEUyrT5mD%2FRKaNzloYophx8YE0IIAeronUAHFMK7pwdswB2ZjxK%2BftOlTa9iZXk8Att2inuBTU2emUpAJTisD2oQhMmHfRPpWpo79TTDiX58NnRsKHosnPGBArujzqJiJLDliykm7t25O9xRWxe7ExuSH2iT6yGAg5ICCqA6%2BrrPkSkQjk3bFq%2FUy&nvMid=81279941181&catId=50004654
74,마담이네프리미엄 한우암소 1++ 육사시미(300g),18000,97,54,7,1,마담이네,4000,,,,,https://cr.shopping.naver.com/adcr.nhn?x=T0dJ3w4OPMrhdIRCFWPpgP%2F%2F%2Fw%3D%3DsIkhgcJZ7RPi17FYaaXcKMSaC0CAea8ikch6lNVvx8md3SHBUgvtVf3Z5DUI4Bq28YIyMXLAI%2Bru3Z7jh02jt2dyGaSr%2B0dRu37W7MMIB4NEaKnS7qDzT33%2Bj2nEMp8lHMs5CI%2BBLKvoaDBPdn6E5grROZyewu8JJvfdIfz4jYUA35Jr83IDOEX2S%2FpS1OWlfy7WsjvL6fGBruqRzbSMBoQdLXoybizBOVFY0bnGAXBv6ImvwLPsCox3PuoSSNzByKRJ5gZ2E%2BLkTsUSAQzTWnCFOgT28sJCECrb49FuTCNjBz7%2BORHa%2BX777%2F5U82WuFafNgcx2syxjHrqeaolWb7FK2NbI04HLcvXk5ickfzbldrU9gBvTOY8XVxGgpGxxds%2FZlJCuLUqxhqbzeow5d%2BZePPUepdbaxU0FMHj1%2FLHCRJKvPKOy0lgSnFOY9ZEUapsgD20uLE63jQ9BSmKW0Iz5Ht4jCCL5fsDg3mUPaObO8iHhk8F6JJhMTt9mHQtZ1g%2FBvdgpVSP4UgUTVpqDn8QW1vLL9wVHriil3AF%2FkL8OAYTsOGT5PQfwXp1Zag22r39f%2FWLLlpLK%2FVAMiEe5CTKFhblAcUy1447hh7U4y%2FcQmCXZ6TXwiReaHW1ldhF3uVoWd0jB03C5aYq3HUc1IKtSSLJQZncWk8e8Ttfjz6Fs%3D&nvMid=82458138448&catId=50004654
75,육회용/육사시미/홍두께/홍천한우마을,21900,124,,0,0,11번가,3000,,,,,https://cr.shopping.naver.com/adcr.nhn?x=PFgLMREjxaqJ4u5TCHFTr%2F%2F%2F%2Fw%3D%3DsFYPaShaBXnRev2ggWFCbMab4MwEhBUHgFWLESzt0PUClYrSUWhHeV%2BWxNc3653BtG7Lq5wIcoVJVvgz7lFkRZh4pza8ebIOIXPrPsGGS95ek6v2w9jBqMGR4TTsgYaQndKzgZV1AQ8SPvdcv5mPbc9%2BsAkMI3kvfYGpMsbjzy7evOcmnt9PMyFwvsQvoix2vshL9U4dnBzmRxtIYB8XEQafSax%2B2uaAnMMUpoZs3v2jZl%2B5VmAuxwIu3eo3voF%2BXLISbLaDbvp4n8I3x4W97j4PLQ66QD73IFJNIDBKbO50YxFr3JNQPIYR8kA2%2F7wrYGDVvBSoPIJF2M4lBk%2BBd9oBsJjzV%2F3vl5Lmd9HbkUGI%2FzdYC%2FwYAihDQzAs9Z5v9mzVvkkdHNvfz%2FOo4eO%2FxCR6Wv%2BMW7DrBkixwK4GYOP6tdv7d3RBM5MiXZAvS5A4MF4aRT126o1rqNBQInBQ%2FZNXTYCi9Imc4c3D0GF4FWNpC5Meb8YTlKnONbMjDS3hFA%2FL9vLYNu9EecNqIjHxHy0OJ3fyC4NfDBoJjfdJCgzgoBADA%2BrQTD50UZPWSs%2FVi2Xwd8QBnjSkKW95FKekqKbk9yx2LE4ozzid%2FD5TsgrqRGkZdxXxwvdj%2FCJsVbLSS97fPhLPwSC8H9XiQfwaysAE0KAaGcmhjIDxXiPYBFw0NUJgJp6CUXauCvW7Y5AjN&nvMid=7507527805&catId=50004654
76,당일도축 한우 육회 뭉티기 육사시미 생고기 우둔살 양념장 무료제공 150g 300g,12800,70,32,10,1,육팡미트,4000,육회용,우둔,,,https://cr.shopping.naver.com/adcr.nhn?x=FRmESi5UdUk5436A6NDOkP%2F%2F%2Fw%3D%3Dsvemk6G1MAMpdaqzwl4i5ULR%2FyVF5IVA9nwoLNsW4d95TG8bhWYnXTnlfJjXd7Hc2QYhmjtKqz9qalyEoBf%2FHH2edW%2BMyCIcyNsWGbi%2FX%2FUA%2Fa18qhDQ1A%2FKJp3fgBDor1uQttTCbs58HTX%2BdUG79JDnnK7YwieUvGhEHKcNXV7jvMiCQri7FtNDfP6PSq0StYql7BVQGGn4vwT1M1%2F%2B8imFEV98CfAwi%2FgpsOD1fQ6BauFou6XqHVWbZADh1MXsbwnXCDLXsHS0ndFLF7EpLASBvGyRhVXJcFICQ1GLIiOQ%2Fa18qhDQ1A%2FKJp3fgBDor391W%2FC1w5SVs2sYtTdFSenRvRMWOWkjY5egSsSqi6PVjXZ3bt8%2Fs%2FoVAXyH185dqrXb%2B3d0QTOTIl2QL0uQODB82i6bPiUB5%2FW5RWPXZDd0SoOI%2BVdCLeke53qjjroh9LovHugIk0zyEnV3Ly4nFwChIBbOALDZIft%2FPoGQtxVckwq9bKlYaTwhO65e%2FbpR5c9OQj1jLT%2Bpdr0Wsl3I1K9bbNFsE488EUy9HQgVjToe%2F2m7Vs07bbO2b54sRFQxFF3srxG%2BMVwgOjlZk68FFiaE9TIFUirDP72qSLuROOT4HkbWIuhKGu2r7188WgomDfHFxYU1EoO95gdRj8QJcK8QEy17%2FcJVzkzhI9%2FM3y0LY2R0cduq3L7mOPJCwhjRHVoWd0jB03C5aYq3HUc1IKtSSLJQZncWk8e8Ttfjz6Fs%3D&nvMid=82989309871&catId=50004654
77,1+＋한우 육회 육사시미 300g 생고기 비법소스 무료,19900,50,37,12,1,양주골한우,3500,육회용,기타,300g,,https://cr.shopping.naver.com/adcr.nhn?x=fDJSZZWr2sNFwTNMsUS2x%2F%2F%2F%2Fw%3D%3DsGa7%2FcbOYO34Q7tzJG%2FA6oGaiP48s7E50PAaD1ah%2FtJdTG8bhWYnXTnlfJjXd7Hc2VIucivUsH1xaE5eyhemVmGedW%2BMyCIcyNsWGbi%2FX%2FUA%2Fa18qhDQ1A%2FKJp3fgBDor1uQttTCbs58HTX%2BdUG79JDnnK7YwieUvGhEHKcNXV7jvMiCQri7FtNDfP6PSq0StYql7BVQGGn4vwT1M1%2F%2B8imFEV98CfAwi%2FgpsOD1fQ6CLZg%2B836fvR7S%2FYhR6nHLLE3lYn7qPPb%2B%2F%2BX62hGV4yiBvGyRhVXJcFICQ1GLIiOQ%2Fa18qhDQ1A%2FKJp3fgBDor391W%2FC1w5SVs2sYtTdFSevvZRhsr3vJiZ9clzyjXFB9dkFHCVPtmD9xTit1368okrXb%2B3d0QTOTIl2QL0uQODCbQF%2BuS84HK7%2BH3Q27uXTGAoLv529338VbG6DOtq1Ux5liNroEFb4RgL6OAf0Wfninynb%2Bq0Po1yXWD6DMlSYo4FBEeQyEEwNvJv%2FrFw2taXF0gXW6Xx9sa2Z%2BeQjCwSigEAMD6tBMPnRRk9ZKz9WJqAjziS9iOdqY16TuPVNg7g64ApXpFcbUizTdcku%2BIF6V92QLYkfm6%2FyuPcLkwOvJOVpHzGz7AXcLixHegnphIHPDSBgYOPrN%2BQyGOyRxd4M2OqH9l6YII5ugOGfB4CYY%3D&nvMid=82517298686&catId=50004654
78,알우둔살만을 이용한 프리미엄 당일도축 육사시미300g 참기름 양념소스 증정,25000,122,24,21,1,솔직한농부,3500,,,,,https://cr.shopping.naver.com/adcr.nhn?x=U7Mt3vcWchrwhuHVCok9Bf%2F%2F%2Fw%3D%3DstEm9MXSkTC5U%2B65EZT4k%2FNAqL57Rj2638A1FpBorNsulYrSUWhHeV%2BWxNc3653Bt0Zd16D0XPS8po0%2BGZtNel0ls1M9xucXxkPPt7QTmSRFr6kdrp7BvT8OlwZ7P37YyUTioX0F9fJ3OVnYnD12Sxh6iLuGsw9Rzq3%2FC5gTM6nZzSN2JVGcP3%2FheeB4WOubRWQK2dCuJ%2BtNn52Jxn%2FadEUuG%2FicFY3q9hGdjro9%2BnxRWUYRgzPn1C%2FNJBzmEm7BFOM4sx0rJM29yz%2BIxFUN1KoFvIg99pI98OS0oZ4Q2Wytr6kdrp7BvT8OlwZ7P37YyZp%2FuhVWf5tMOyu5R2EADu7rmsM%2Bz5LCN%2Fk61OTph2rx0oWKO4xgv1GjfDdxdx1HemXDmIOOB6kamF9uF35YumPUILAIye8tvLYltMtCTHPSbWYq0L6ZTJehDyVgdst5sR4fBnMDlHt3Y60wgw%2F5Wa2BCu3rHiZ9wNTDSdUeLuHq194gBQXOIm9bGLOmKJbu1zqZ15Q7CoFshY5Kvtpxwv%2FFdb5E4H5zeZha4uejydfSfHaG6b%2FX9fmhkncYk6Vp1d5bT6fUJyNAXOrT7EZQA5oIQd5cSI6tQmxn31twOQPe5PcsdixOKM84nfw%2BU7IK6PSrnOvF6PSpoFQZ6z%2F5Tic78JpaF9G8a6JW7V76o2STQXpz11l%2FK8La4IAnGUoAgaGimR4pR27mrh1IoDTOSgA%3D%3D&nvMid=82663955804&catId=50004654
79,대구뭉티기 육사시미 한우 육회 생고기 300g,21900,,,1,1,홀릭커스,4000,육회용,우둔,300g,,https://cr.shopping.naver.com/adcr.nhn?x=q%2BNyYjve4qo91JdJKQCPH%2F%2F%2F%2Fw%3D%3Ds0P1C4hP9%2FlKZpR82i4HuEZppBp3A9bgchNFfBwfBqCJTG8bhWYnXTnlfJjXd7Hc2K%2B5UnZ0%2BHCdn%2BSQZWLk0AWedW%2BMyCIcyNsWGbi%2FX%2FUA%2Fa18qhDQ1A%2FKJp3fgBDor1uQttTCbs58HTX%2BdUG79JDnnK7YwieUvGhEHKcNXV7jvMiCQri7FtNDfP6PSq0StYql7BVQGGn4vwT1M1%2F%2B8imFEV98CfAwi%2FgpsOD1fQ6AOYZ%2BfIXAZX1YuSRx8xCrnBiAN72FUrIujjV2HDobdtSBvGyRhVXJcFICQ1GLIiOQ%2Fa18qhDQ1A%2FKJp3fgBDor391W%2FC1w5SVs2sYtTdFSejPXg6xkzjso4IZY2rQlDdGRb7mhZMYo53UWx7B2a31KrXb%2B3d0QTOTIl2QL0uQODHaaqItbUDKBHMROKQRSa1bj%2FePSlnPP48DYCg%2BVO6eSwv9Cgig4BPLRc82EWgVXMV7TEvgpkksPYc7Ikbxl5G7qUfpCpUnS%2BST6s21%2BhwiOnO3KoGyfGnDhT3gQuMJE41rD0qHM6eoagi5PYns9jMgTcv1GB5TfMgXXtL4RWgb4eLk1IzkUJ7bOByu%2BSNcMTJb%2FyaptU6A8G%2BQZ%2FNCVEBtM1HAIUS%2Br8v187GdFhpJiOhyWUIIyPFUpWztUfPMydg1QmAmnoJRdq4K9btjkCM0%3D&nvMid=84432709774&catId=50004654
80,한우 암소 당일도축 생고기(육사시미) 300g,28500,6,,1,1,가향-고기가맛있는집,3000,육회용,"우둔, 앞다리, 사태, 기타",300g,,https://cr.shopping.naver.com/adcr.nhn?x=qzzPUYkEL11XxaoGyMhGeP%2F%2F%2Fw%3D%3Dsb7%2B1Mds%2BPEjoSY0XEIjRtZw7DxawIGVYhTMCe1NvoAuq2XnnOQAIvk72teFbS9xeyqrA%2BHCBbHISnAnRtari5bvRhLt718gPR5rLMLSNOYGAbCY81f975eS5nfR25FBiI1ODi9hUm3Sq0pLB9du%2BPg%2B0SDasq%2FgMmDO7mt42t9ubPPTv3ebaEfMmTw2DEFaXGilccQWEEVz5ehJlA%2F5w6cVIhUTYq2J1wF4XcKD2AOWkOA3ZateG%2FY8eKxwX1E0NUMPQW%2BevXo%2BIAyDA0kRlhxg1bwUqDyCRdjOJQZPgXfaAbCY81f975eS5nfR25FBiP83WAv8GAIoQ0MwLPWeb%2FZU6OV43UIrIGei5kQq6DsNCO%2Fiijq1Mg76wwFmkyfvItqHtwa5toZRJGf%2FxebAOEsDZssXaGDZErDIelOMMCyjN81WjUpxJVJrN5mDsz4BpgPrYdxNnGB1kglI7q6P735tgu2f%2BVJp%2FTbrQWOt00B0Tk%2FRHTvWBkym9qsL5%2B1NLrRJadoChqyY8YTnATvDV0s5HYLDfgivW1bQXSVHvKfb7pS27surPvNgG7MZXj1uFoT2GDHHPshLBckDHqXMhz6aj9RHwisn2afXhCr4ZXLjsttTLrHfIjKEdWodY3pZEVSnWC%2B8REN7Ue8ODqnQvJgau4fTwOUqyF63FjwpQRls%3D&nvMid=83726250565&catId=50004654
81,"[썸머할인] 암소한우 생고기 육사시미 120g, 박판호순천한우",10900,197,,1,0,아이디어스idus,3000,,,,,https://cr.shopping.naver.com/adcr.nhn?x=HjccH8H2I7LIboRdxIFgQ%2F%2F%2F%2Fw%3D%3DsUd6Cg6c8CZuVsOlECgRX9xJ9HCnVDKuG3ci2GP2w5KFTG8bhWYnXTnlfJjXd7Hc2LpzxcmKZpSm7nn4IYwObgWedW%2BMyCIcyNsWGbi%2FX%2FUA%2Fa18qhDQ1A%2FKJp3fgBDor1uQttTCbs58HTX%2BdUG79JAs%2FKwGsIOO1kEZxx1GYAbWBRcBJm88TjlV7yuM3k0WBOshrfhAsnBB1jyPWGjKea8i3bQDO9f6v4gUvGbFjMHMmeYUTsbQV0IDJpd8Mskmwveg8vqGLWKvhdaLlNgGxTc3VD4kId1lVgVIFTn6v9b2ifTdD%2B%2FOl4O9dorwlNOzVZB47hPC3sMP%2FN4mdhyMao6wd711aU00LlILsiwnWS0%2B4QvQ4xrcvdmqhQv%2FU9wM2gRJWp4wP3KPZvBMAQbpaQ4E0EOVFvVT6GxpRzL33T1XL%2Fowdnq7%2Fmfq67OVRzok0S5SJNLgIdS1XFCtZ5GETGLgd98EKG7ntdppjmRRnBNmzBD5K1hUMB7GA5bf8KfGYr3hl1ddtdDEIo6lYANZaA%2FL37r24haijTrUAY6n34QRKI194O3yVGRkTAKu5NZTnpK2ugOEOE2nuMhBwm1jqnqidXAMARvnatAsQijKiTDK6nx6hjTjxvR0WOHrdLKReKyenliXbfvWpg9oTb7QQstzLtp%2BmHPaH%2FysIugI92SwoBADA%2BrQTD50UZPWSs%2FVioXvzFmpALeeFX1UJZ12XefjHd8KP8knF3a%2BV7WDa3X0A4auac%2Fykt1gA3kb%2F3MiSLoIg4eUvJ%2Fu0XNDHjbs4Hd2nTKgQ9Cm3y8Uh7MDUrk7GYqGmk1PDYDbheu7hrQAE5Hv1T%2FoDPeAT2ZD%2BWCfnsQ%3D%3D&nvMid=24913924129&catId=50004654
82,집에서 먹는한우 육사시미 보리소 육회 양념장,37000,32,17,25,1,빛나는 마켓,4000,육회용,우둔,600g,,https://cr.shopping.naver.com/adcr.nhn?x=O%2FpKCt0ulrcV3YpyREs1Bv%2F%2F%2Fw%3D%3DsQfky6g%2BYTqW0iDwn4l6RDs2z8h2JEcOFChujVeNj%2FOqq2XnnOQAIvk72teFbS9xeT0bQ4k3JeSU3p4wJWDpMt4Dmf4j1%2BfiWkUFNpcEFI%2BuAbCY81f975eS5nfR25FBiI1ODi9hUm3Sq0pLB9du%2BPiPzXFy72uNOGgMQHSFSGcZFXYGy%2FefNhheya82Dn5UWJCFYIIntIr6pWVi1vlqwKsVIhUTYq2J1wF4XcKD2AOWkOA3ZateG%2FY8eKxwX1E0NCc2xu7CdH3pfFWCbYLZvERg1bwUqDyCRdjOJQZPgXfaAbCY81f975eS5nfR25FBiP83WAv8GAIoQ0MwLPWeb%2FSgpdDmOX9Tc26pV%2BuOhuLpi1xJRngxjWcOBeko52i7rtqHtwa5toZRJGf%2FxebAOEncLlpK2HKYKbvfRQAhJcinN81WjUpxJVJrN5mDsz4Bp1Y8kDpaoJZeVDigyxJvKwXqgJYtdDRvBwUwBL4vAvpi9jLEmO5BNCPJXvLIaMDqAyLDeq%2BjeTk9wSF891E48NneW0%2Bn1CcjQFzq0%2BxGUAOZWszL6JDrcNU5AhrDs6E%2FWuT3LHYsTijPOJ38PlOyCuoFSBRrLzCN8b5M4WLoEbSeeN7g0I%2ByotnXsO%2FVGWZCaq494hb2hPJE%2B44zFTztj7IVsN%2FiAcjmtIwlTUFZwg6A%3D&nvMid=82444286081&catId=50004654
83,대구 뭉티기 우둔살 육회 육사시미 250g 600g(덩어리),19500,22,2,17,1,정한담,4000,육회용,기타,600g,,https://cr.shopping.naver.com/adcr.nhn?x=fsQbXGsVga%2FWiljzm1%2BJUf%2F%2F%2Fw%3D%3DsorRBWNFEy1GAMIyKV9wjD6vXP0cTDXmp2fR9MeNsY4ClYrSUWhHeV%2BWxNc3653BtcqOmaSLh7qmTkBXsL1ED%2FEls1M9xucXxkPPt7QTmSRFr6kdrp7BvT8OlwZ7P37YyCe%2Fa4z7hLDpxj9LSBKsIiTzY6QwZMetziDdG%2BUifpf6qJmqD0DxgZFL3xCuB9ogWVCFEuIFVicRJP%2B13zYE67kuG%2FicFY3q9hGdjro9%2BnxSnngN62WjAR9oWpoNkwzQCXbnkIb8u6MzqgM%2F5oqH6zYFvIg99pI98OS0oZ4Q2Wytr6kdrp7BvT8OlwZ7P37YyZp%2FuhVWf5tMOyu5R2EADu%2FOZS5Z8%2BdrcSeNZTTyzVU7WwP33bghclllwv%2B5QbxfGKIEPy9huh9JNuR6eleqJXl%2FJogjv9enR9btD5yNX6Z6zd3IstAEG8wQ9RIeft53HUnzQl%2Bu9ACjXmzL2%2BCHQWRDrBIef%2B0yUcjd%2Bk6f7DWF3BRhaei79TfPPah%2B0VLaY%2FwUb2AXS5WB1aLxZeHvFSjxjJrIDY92iQA0j1NhAfpmMLfseblxkK5AyUirpYbqt5hCxTtO0BEGFMovpO9PUUzTZTRrKcBxvX5ZOUP7%2BG%2BAL1J%2BMrhAV26IYVkGqZkiyXKGuJiBQQHMYsUL3Mc0%2FP4VsN%2FiAcjmtIwlTUFZwg6A%3D&nvMid=82667351427&catId=50004654
84,한우 특상 투쁠 no9 육회 육사시미 등 5종 모음,10600,8,27,4,1,DANASEE,3000,,,,,https://cr.shopping.naver.com/adcr.nhn?x=gOqVKToE4mIOJUsoL4mI%2F%2F%2F%2F%2Fw%3D%3Ds50pIxOJVtpGb1eU2e6h2m9aoTfU8IOyTHiA0T3%2BgwM6lYrSUWhHeV%2BWxNc3653BtphGTByNsIhdZ1%2Fw3N9nCtUls1M9xucXxkPPt7QTmSRFr6kdrp7BvT8OlwZ7P37YyCe%2Fa4z7hLDpxj9LSBKsIiTzY6QwZMetziDdG%2BUifpf6qJmqD0DxgZFL3xCuB9ogWVCFEuIFVicRJP%2B13zYE67kuG%2FicFY3q9hGdjro9%2BnxSIwXsPM6aE9iPkUnhnvDlsCL%2FnmzRYG7sV4YN%2Fda3MkYFvIg99pI98OS0oZ4Q2Wytr6kdrp7BvT8OlwZ7P37YyZp%2FuhVWf5tMOyu5R2EADu01TX5%2FNOxVNOJQjFc7IRXaSRpv9rUU6B7PkfXKHPen3Hglr5puOMsJx3Cp37Hvv%2BLOS6bFzTzh6oObhf7boCiPWVwGlh1vSLVzNx3mInn93jQdQjgFqiUKYz%2BEouqXPG2SqtG5LooPpAy75W8oNPUYRqMGEEjnXdxc4MQbeB8QXkcdKd5PmScJUuJdazW%2Bi5Rbpr9%2B0wBuJyMPiFL7K1i%2FQrJw9gq6meEj0zgaVgR8DgsToKxx7BbpVfpzfeH2AkydmbPO85eTKe3J3fND8r0M0KOSDQS%2BvXudrlIt8GFLub1NmOoRBMBsXNQGXzjfbC%2BFUQB%2FrDAzm2q1KHRsHkfE%3D&nvMid=84085604113&catId=50004654
85,[마장동 온우]1++ 투뿔 마장동 한우 육사시미,21900,22,37,16,1,마장동시장 나현,3000,육회용,기타,300~500g,,https://cr.shopping.naver.com/adcr.nhn?x=Sj82bM0HUt%2BsAnr6RqdU6v%2F%2F%2Fw%3D%3DsPYBCwGt7tNBOCj1FGXlCKOC43aBNzjuZiS3h777HwP%2Bq2XnnOQAIvk72teFbS9xeJ2c6B0ok3uU%2BZlUVinSfYb7MUJVVu%2FvWsuc4kYGtkw2AbCY81f975eS5nfR25FBiI1ODi9hUm3Sq0pLB9du%2BPiPzXFy72uNOGgMQHSFSGcZFXYGy%2FefNhheya82Dn5UWuTM78ZAgTYAN9D2xJQnoZGvqR2unsG9Pw6XBns%2FftjJGNMg26%2F%2B4Y8kgsfd5XyPZO%2FrwKLYEL4czPs7hhTRenIE0EOVFvVT6GxpRzL33T1XL%2Fowdnq7%2Fmfq67OVRzok0S5SJNLgIdS1XFCtZ5GETGIo8ZW4qQGan3234%2FQFCu0PVjdXleynhXjrWQu8%2FX8NTCFkxl4irT%2BvW6dSwKhk5ZK7UWnTfsrcvp4PRYmhq9tWAb0bne3YA%2B9OGkhI%2F3xWfhDM9CW8uo1GBga3Wa7Qtc%2FU%2BkVcY24uxJ%2B1eJ5EEc0NssxHdbVuFb%2B02N35AjlYp4Tow5D%2BOMriEcJMFeTKvdnV5hSVXle4puCx8G1qPxi8ycivjs7Q2j7bqFVMXhXDxq%2B1QG9%2BhKxA%2B8QzplZRlOmUcvc2ui4xbOhzErHFFkonG8Xk3Z%2FtFVXzvGRB800egDzYFaxs53TuMk%2BLZGXGLqYVsN%2FiAcjmtIwlTUFZwg6A%3D&nvMid=83106116907&catId=50004654
86,한우1+ 육사시미 육회 소고기 생고기 당일도축 대구 뭉티기 120g,11900,1,7,10,1,푸드공작소,4000,육회용,우둔,120g,,https://cr.shopping.naver.com/adcr.nhn?x=cgExUy3wbxZfFja4WHSeQv%2F%2F%2Fw%3D%3DskTt%2BI%2F891UqQwUY4mZ2G%2Fz3W0kqZUxCIcnAyCajBQGZTG8bhWYnXTnlfJjXd7Hc2KPBMWQlygU0cWZsfKBIu7GedW%2BMyCIcyNsWGbi%2FX%2FUA%2Fa18qhDQ1A%2FKJp3fgBDor1uQttTCbs58HTX%2BdUG79JAs%2FKwGsIOO1kEZxx1GYAbWBRcBJm88TjlV7yuM3k0WBTkJxGPFQnCJnfCRzdgDDEWFEV98CfAwi%2FgpsOD1fQ6AOYZ%2BfIXAZX1YuSRx8xCrnD73U4OytPU1NTbiPRaMIVSBvGyRhVXJcFICQ1GLIiOQ%2Fa18qhDQ1A%2FKJp3fgBDor391W%2FC1w5SVs2sYtTdFSenSH6w69uA1085xKCGLUfKZzNoAbiXdADD880d7sLvHuAbWnbEXzrP9nTOtX6d%2FrCCFqZ%2Ff2Zro2%2ByzS9ZGA4hvG0vpYiauCizj%2BgJ33KpVXWA%2BYVS1XVEINtnCi5AvsG0Wcb7R9iTr2IK5C97SkXjJAybF6A5W6zh0djSJ7LGP6nZYbuIbVbl0ILHsfAss7G0tQOWZIfnrCi%2FutIBjLtT0oBADA%2BrQTD50UZPWSs%2FVijyX5qR8vzD62mu9XjjAQI4OuAKV6RXG1Is03XJLviBcWhKkosEeaDyehY5XcJvuFVtbr1aYtQmKIfshTbPqqGgaQrjlCjvbHppwjJk8BBvLNjqh%2FZemCCOboDhnweAmG&nvMid=84455141295&catId=50004654
