랭킹,상품명,가격,리뷰,구매건수,찜하기,스마트스토어,쇼핑몰,배송비,용도,부위,중량,등급,링크
70,당일작업 1++한우 육회 소고기 생고기,17910,,,0,0,롯데ON,0,,,,,https://cr.shopping.naver.com/adcr.nhn?x=0dIYH1owFTHGSQ5oqqqKiP%2F%2F%2Fw%3D%3DsrOzDwTnFlWox5WBBB%2Br0aZ3tBcxR74tnAOQp5izSfzeCmJZfxLVXf7ShASMmBEAqhNJahG7nByahOdkXasWTih4pza8ebIOIXPrPsGGS95ek6v2w9jBqMGR4TTsgYaQndKzgZV1AQ8SPvdcv5mPbc1OY7744aGi8T63r3hVt7JCArtLDWVpCdNKBTd6D6tEwafdvo0pdAb7%2FOASbvYUCKTQ55RQwPkcmmuvR%2BxOuokDX3CeFwuaDYhG%2BWQFAbWHYV%2FSJKgC9upPL%2B0AkMPLpkl18WVado8fDIC2k2yp634eHyF%2FcXbPMzd3fVfyiGv39EF9T%2FdcWeROaD3boxWeJLTq5a3x%2BqYCqsO9fBAkIVV%2BCdkNLSs8l1T3j%2BnuLqs816i%2FBZBr26f90Yr%2FltwV8l8OmY27ZGze0Q%2BtXRlM4OxtarJoVrbEtunAYIkKGowOqE7RD4aX5h48GpocQcxfF7eEsVO1UK7b7g%2FnF4EjWAhoIWTGXiKtP69bp1LAqGTlkc%2BO36ONZFs5ZpTz4slE5S9YRtMNbFX3idvTeGqK%2Fjce5ELfjDxiTkLfdmKZFCbRMqaCx8aOgqNvGPr9zoL5yrOGqI8eKXoxghEnJlFB9Ngm3Oo1lOM5bukDW8CeJ84fDTpMW8eZ8oktTtB49bk3Er2xbRfzq7cfOubQfR3hv65kaIbT4wPT2RVq4kndhIVrUZKLtwwbiUultMWUXs2xGVbsjFJVtJTObCmVa0eQSlECFbDf4gHI5rSMJU1BWcIOg&nvMid=33560802446&catId=50004654
71,당일작업 1++한우 육사시미 소고기 생고기,17910,,,0,0,롯데ON,0,,,,,https://cr.shopping.naver.com/adcr.nhn?x=HsEIfASHPHtiSg%2FNf1zdyv%2F%2F%2Fw%3D%3DsXK2e4rHYV2gMMN6oBVmic4hx9sS9GbkKTAq7HFqYGtZd5PtaW17j01A1CvklLFMxb0HkgrIqbaevlxTdebCEIEbAoeRkvpJaJBMwPydFbM8QhkkHXK4%2FmSRy5icYE%2F27gEY1gCtzfgyYq6fLusNbYekEENpZx8tDl%2Fb%2Fz3JqNpu6ptoKrAmIetMms36i84IyBbXKPEwaywcMAn51VtO%2Fzdv32hrvwMdbOur8VYCRew%2B6hBylXbzd71QiL5%2BcAFAeUAlgpvGGfCAEXo%2F32wu965LeNvV53feSzlqUVc0uxgmsKeHq9gRFcOyvEibZzv4LfyCp73Aj%2F5qU%2BfczZ6az4goqWeb8h79oTqHzrDQviZ1UiVJvf64zES2bW%2FAe1c%2B3GDVvBSoPIJF2M4lBk%2BBd9oBsJjzV%2F3vl5Lmd9HbkUGI%2FzdYC%2FwYAihDQzAs9Z5v99CDY%2BxO%2Bp7VrmHOgjXsvTIT%2BfRQDlgoXWqdKpI6OukXyhfTCbUqSb6%2Fe8k7hN9yEFtOztbgr4%2BXi94uMYaP0kowefsEME1qpc2agpsB5My%2FEu7cCFblEs5PQZC25gf7qTedAgxgVQarQT794bEElE4m0gXm%2B9foh4m%2FJrgEQCFzfpKG%2Bb4Xinh9k9vkTK760cQWcUzoQOoDS6yZEjo0PTGoeN8ak76YattAP7%2BPKDtV8CXl251OpmWizflz2KEWc7Z4qtimpW1h2gCrSPmp%2FMZZJYWS3KrQRehF%2FUQII%2Bt7Njqh%2FZemCCOboDhnweAmG&nvMid=33560028180&catId=50004654
72,af287-18CmX18CmX2ea 생고기(삼겹살과한우),25350,,,0,0,CJ온스타일,0,,,,,https://cr.shopping.naver.com/adcr.nhn?x=VSX2W8jFI6bPW9dCCJaWrP%2F%2F%2Fw%3D%3DsESZ23f5zoaX4UASQMI%2B33RyLqGSRN8TFAMLDnkShs1qCmJZfxLVXf7ShASMmBEAqKoGKr%2BG7Qw%2B1OTDHSuNflR4pza8ebIOIXPrPsGGS95ek6v2w9jBqMGR4TTsgYaQndKzgZV1AQ8SPvdcv5mPbc1OY7744aGi8T63r3hVt7JCArtLDWVpCdNKBTd6D6tEwPOsZ9diHSkoXLyQq2MyDu0IdAsRJo1zE54abaQ9RsQ3eE%2Fe5RosIm2iCMN28Wy0Jr443m%2Bp%2FRE9YeYpCHIyNIJBwHZ9tuq94TRFVcoUZqiJDRP79Fj6fvUtm9OQjuq7CgTQQ5UW9VPobGlHMvfdPVcv%2BjB2erv%2BZ%2Brrs5VHOiTRLlIk0uAh1LVcUK1nkYRMYK%2BAu028R1PzGcpMZ7GiJ7lErWQBOoNRBpvPMtAl0iswi%2Bqy4i%2BRYHO4O8Pl%2FeCV0l%2BjB8YsBWJ43WGIxec5AFea%2FyVwu9otRkcBj0xnxaw5tcYUCaKnOgixgKH5M0dSzT1bsefR%2FGvLf5%2BYzqmNzgQgTOW7EHx5mSnbLOWQTRbEoBADA%2BrQTD50UZPWSs%2FViSJddU7Y%2B0rPzoghdYHxL3OYQsU7TtARBhTKL6TvT1FOKsb5xvukcu9PcW1Q3I3nqYfoF9K9fdbZbibeR0nkHYwN%2BQsjK6V0FLd%2Fybx7qcubNSE3OzZUT76KyqzckASmm&nvMid=28091686088&catId=50004654
73,육사시미(생고기뭉티기) 250g3개+소스3개,51920,3,,0,0,11번가,0,,,,,https://cr.shopping.naver.com/adcr.nhn?x=J53%2BIqTI9gbk9753iXPlZ%2F%2F%2F%2Fw%3D%3DsNsbNtInu7iS3Oj%2Bd4IlsxHvRsKsFKk0v2HyRlxuPBdhd5PtaW17j01A1CvklLFMx%2FITSq6NWvZKrxqCAD2xloUbAoeRkvpJaJBMwPydFbM8QhkkHXK4%2FmSRy5icYE%2F27gEY1gCtzfgyYq6fLusNbYekEENpZx8tDl%2Fb%2Fz3JqNpu6ptoKrAmIetMms36i84IyHzjT2Tdu2wQ64RvHuOGkC8PsMQLLZK4L2hMMBuC%2FVayjRMj4hZa6odNpRDZxIHnrU36VWc3oAlnIkBaZFcopycjVk42Sa%2BMDcwGwBUT1mhwrunPf1a%2BixIagAihqjcE3MmvI%2BqwPnyDghmtDpfkM47ngnxQ7ssMZd09T0OjyjIxearTBvydD1LUI3JWpCADIXxGAnn%2BG%2BU2Kf2hEpxEC85LeHnG6aMcNxsMW0%2FXy9GIBtadsRfOs%2F2dM61fp3%2BsI42szNMZhMpFJ0fqEWkcL09XTYCi9Imc4c3D0GF4FWNqZbHAlJwLcYvZcTrzWhQ2kR3B8HfgGOCaq%2BFp37GJgic55nUw16hQstLPvixzXfK67v21zpErRMQJcE3BV7AoCk3tsGDXqU3n2QdjCfI%2F8fNORTBGRxXM5qB5lm5ruDh%2BTZwELudIm2h81S4TtJWlCqK2WrVh%2FPEdV2maW7VgKjicEBV7wF9OBpFeThu0PeSxB0CIl3BeKsFF2drF%2B%2BsFv&nvMid=27338939563&catId=50004654
74,당일도축 대구뭉티기 한우육회 소고기 육회 생고기 1개,32500,,,0,0,G마켓,0,,,,,https://cr.shopping.naver.com/adcr.nhn?x=ZVw3W8xtRQ6Dy3pBkx0Tg%2F%2F%2F%2Fw%3D%3DspNGSMxSwXb8JYPeGspDj9AAVv4Pm8KxGraiyPpx8KkZQYEJTd4P2nAPBVcAUBoG0mkiRchSl4wV%2B%2F5UpDvs6J9of6jW5jHdz%2FbROY2pgmykluxxfm60J9z8rnZUjvqTWtqQuQeSSRtMgsWniwY4GSRopydfLjm5SparrmzgfV9%2Fg1o0Jvmu4xgx3NIlBt6W%2BZHxLE%2FdMCGzG9bZQIeUIe2DHICWXLrlN47Meu2gEovdXnfPDQ1LKbzTKx0o9kcxoGHmoR1ZgTUnnKpXTamE7bXBfX2QIdAFIOVBs5uEv1VAZOuciEbpOBpQeSL9DbRM3VMEEjTRPeOkg9G66tDDt82IgVv3zsZDPF%2BNXWCA7JnmrilkDeG%2B1rLU11UaeFf3disext5K2yYkF868rsMDqiQQm4VXj8bX1OwMdf2208s3xTV8LWfZyKnSIRFygu%2FrNr3hl1ddtdDEIo6lYANZaAzlBIwTIhaVwdvZx4voqpqPG%2FX3t%2FKNhLJcWuuhZgRR2no5x4eNCwE%2BZyCiReBM49zcsrWYSOYieqK83LO9NqadS4l5h4ZtBpOYtSoPXLP%2FjrxTL1qw6WzSFthp7vhD%2B6n9P9BTU%2BbbsPA8k1l9rGOhPH%2FA4oPJRmt4gpyVDTz%2FJxq8uEyf2pfhc3DuoRr8SB2U3N0kWCShHUw4vdlvoRYU7q4y%2Btwd8%2FveC6SjKp6AghJB8j7uv8ALzATmZVdoxvVdznR4EhPC6BI08fc6TT2xWkbDrUFJ2hBG8QaB8WVzn&nvMid=33618721745&catId=50004654
75,꽃등심 생고기 소고기 구이 한우세트 이바지 음식 가정용 추석,190500,,,0,1,다경디자인,0,"구이용, 스테이크용","등심, 채끝, 안심, 부채살",700~1400g,1+등급,https://cr.shopping.naver.com/adcr.nhn?x=a20RJKBG0%2FIlhSikAPFG6f%2F%2F%2Fw%3D%3Ds%2BKhF3boOy%2F%2BhsMF8Ya%2BhLvKjceRPsj6mmPlbiy4mbkdQYEJTd4P2nAPBVcAUBoG07OIjr9I6%2B5qeF41fevklCNof6jW5jHdz%2FbROY2pgmykluxxfm60J9z8rnZUjvqTWtqQuQeSSRtMgsWniwY4GSRopydfLjm5SparrmzgfV9%2Fg1o0Jvmu4xgx3NIlBt6W%2BBju2H9vlf%2B7%2FVgVUBSeHForiPkxPAXjk2LX8wmqtKDT7IxuUHvac%2BQTNnL0SN3qFn%2F3E%2F8ZQhQoTRDXMCU7pnl18On0%2B4OT76dMX121gsZ4Hs%2F2PHkpmvWjL2qy1nHubIUWZa9bF6irvH7PgQbjD4KFf%2FJebr39VqYOJlvCr4rFdrU9gBvTOY8XVxGgpGxxdAT52ETNA%2FnFF4BVdT0RlEl8rFpD1BZX92wpJgArDrf9hUVhXqEXUhbNTSCGiR2Pjxg%2FgP2qz3%2B%2BCCmNt1tyCvx%2B1DinKU2zMrokqxxlxYpLq4FBgAp10xL6wPliI00wR3bVKzicaTPw6kBy74zS9n7hRbiE9%2BBFIE3Lyo7XTgdqqugmYB6rZvkKyvIkUGoVrinC5Myxcg783xvUkgM4wNg%2FtRs2MgkAFbAzurpTEm5bQg%2BbBSAbz9qG%2F1TVDx5PTNcwXDLGRkrcEpr1hfcE6e6fSl7GAs73bNzrnPNIxiSEOEsHC78VBLnFZh%2FnDobeN&nvMid=84540687681&catId=50004654
76,당일도축 대구뭉티기 한우육회 소고기 육회 생고기 1개,33270,,,0,0,11번가,3000,,,,,https://cr.shopping.naver.com/adcr.nhn?x=VlWUh2UIWBXsAXHrJhQ5w%2F%2F%2F%2Fw%3D%3DsqsXMBQIH%2BWvyF6VrdCHhoBMKqjmAeh8F0x6xIF%2BqbrWCmJZfxLVXf7ShASMmBEAqSpcrCBk4FZSv7zOMh8Jkqh4pza8ebIOIXPrPsGGS95ek6v2w9jBqMGR4TTsgYaQndKzgZV1AQ8SPvdcv5mPbc1OY7744aGi8T63r3hVt7JCArtLDWVpCdNKBTd6D6tEwA7vn2Eb9sDLstAV6C146CKfSax%2B2uaAnMMUpoZs3v2jZl%2B5VmAuxwIu3eo3voF%2BXLISbLaDbvp4n8I3x4W97j51bxa0EpDhSkOeVTxtyinAcmNZq1IeKa0crNpxvOUbxvsp1zkOF6GR4RNnbHSnqKFVd6Z%2BmZ5fvTALbBBPmfKLmnGLANk9TjQtjOEdf9xG%2Fe3qwykysiJO1l6QtII%2Fs4bArwJXBU9JLjUEn6KqhGOHyhfTCbUqSb6%2Fe8k7hN9yEI8KH5xJqhyuv%2FTjs0EjBpowefsEME1qpc2agpsB5My9gAFhOGLouiPDOWVferxvHwFmhgdmhE2OWnohGmt4Dunny1T4%2FR%2FG8s8rjGWdNx1eJCSw2jJpjXltwzo2F8gE2j1liHoiQGwSAmdosgnC9MLXOfJD9rKUBwSYcWlhRL4osEkgGIABuxlbtZA72a0zZfAl5dudTqZlos35c9ihFnIZEC7rJRbCG9P4Ezqk164oSok%2B9P7mhKtlqNOmKWcu%2BxyAhEKTy%2B0Zvtn8oYxIR0Q%3D%3D&nvMid=33617719400&catId=50004654
77,선일식육식당/구이용/가정용/캠핑용/대용량/등심/생고기/,120000,1,,4,1,선일식육식당,0,,,,,https://cr.shopping.naver.com/adcr.nhn?x=wP3tWT9h2cZwpYYPw3lapf%2F%2F%2Fw%3D%3Ds8d4FMJNk10H88kqYWqXNEZajpuXQzmbycVTDCniF%2BPJ8IwAmwG5aB7hLHG3NoDc5nhUd071wYYn0NVoof3lVnoZnlrSZr8PDPdBCvs8uWtdKzInqKADQtYsSu9KSIlX7pdzBcqeRqWCwOy32IZl%2BAy2KbbZoWzlhxrKGgf%2FLFX%2FNzmJvidaMF34qWHJcBlqNJxfYBSrxU%2BHc8r%2BjyXxpORDfSDBvRkBad9fdnOvVrJHnhGKmAuO1%2BkZx7VON1wIT6FlxrUflkMJCEN7GpSfX9PziKuqi6lvlwe2gIVAf2UAlXTdy6Sn%2F2yromYu89VyU4j6RwOaSsDQZs92DPbXskfFyoOPOFPDGr2vfMvNz8EpXfqiCwBtPYYwEdSt6i2JAc1aU%2FR%2FxqELUvdPFoCEfm3fvpYRf3mtE%2BaHB0M77byoKidqx8JzTWsQjcOC2mhNWeLPX8SOuZaB9aCxbmLRPj%2FOc2u7IVnV%2BCcTTMrHmpfq%2FhcqEpOYEInIMyM7D6GKmz2dtV8T6KtPX0EyO9wR4sb4Xw76MnJQmf%2FzFKNXLkRXwsO5zs4IOSvmgXXxXa%2BkcxbxNgnVihJy%2BedWmxXxMcHPIfbTdAUKZOD65sflkGnI2ju8DAp1g0OzoLmQabLzIsS1vi95Ctc0ypD3w9gR3QscgIRCk8vtGb7Z%2FKGMSEdE%3D&nvMid=84142213038&catId=50004654
78,af287-18CmX18CmX2ea_생고기(삼겹살과한우),22710,,,0,0,옥션,0,,,,,https://cr.shopping.naver.com/adcr.nhn?x=RpDBaHM4PRbqHk4ovCOJJ%2F%2F%2F%2Fw%3D%3DsvFuTmqUi0MIQW4V0dAPeEdQPG0NiagPZo%2FVidz13bICCmJZfxLVXf7ShASMmBEAqnyBx5w7KYXiPJek6Ue2mgh4pza8ebIOIXPrPsGGS95ek6v2w9jBqMGR4TTsgYaQndKzgZV1AQ8SPvdcv5mPbc1OY7744aGi8T63r3hVt7JCArtLDWVpCdNKBTd6D6tEwZk8C0T0r0g%2BAmvoSIejL7uJcED6SHuof75F25EGGuY%2FaLxyhUoBZHPPGG9Uk3m5cWPal739se5S9hlvbjz2OKuZyeXQbjMMQythqyBje1TyrilkDeG%2B1rLU11UaeFf3disext5K2yYkF868rsMDqiVeFe2xNR1%2FRbhZlnnIJS6DcwqM2Sbr8%2FNzoe3eQMOxDV36ogsAbT2GMBHUreotiQEEXoeiJvpSqUspGDRRmH8ghcGQ4t%2FHLn2UIDuAehwV2ptOEPtdkn887i%2BF6TaXfYBSW0c3MIWVMO4vEMPthCQNpp3BRMzzZmDxNfmmoe%2F9R5ngN4LNmQxvWs6OpL%2BixPQZ6ncukEP7SdhkTkXhr%2BSUVrCdHRE178uRUTUtE0lnyGiG0%2BMD09kVauJJ3YSFa1L3K8PZ92FVwMOKmpBft5uq7IxSVbSUzmwplWtHkEpRAhWw3%2BIByOa0jCVNQVnCDoA%3D%3D&nvMid=33004442537&catId=50004654
79,꽃등심 생고기 소고기 구이 한우세트 이바지 음식 가정용 추석,139600,,,0,1,다경디자인,0,"구이용, 국거리용, 불고기용",,900g~1200gg,1+등급,https://cr.shopping.naver.com/adcr.nhn?x=GL0KRUtoDhRR4VLV45uqBv%2F%2F%2Fw%3D%3Dsl0Rqp6zEZziwSLVJyCoDBqv4%2F6zfYMRDRK2tj3SZCOKCmJZfxLVXf7ShASMmBEAqSv4hgGluh3Yo32WMaPOQeR4pza8ebIOIXPrPsGGS95ek6v2w9jBqMGR4TTsgYaQndKzgZV1AQ8SPvdcv5mPbc1OY7744aGi8T63r3hVt7JCArtLDWVpCdNKBTd6D6tEw3lUD8z59DPnAU66jF3K2s%2Ba0O2TX7GIDZW3de8vjU8wlsWW%2F1lamnGZmClxpgivAJmZKyDOx1auOT4HpWbokQ94an%2FzTqhVRN5HiEzJvDPKk6v2w9jBqMGR4TTsgYaQnlII%2ByYYqWVu3SSXxcjEJdJI5GX4TM6nGJzoOb6Z3WmgQjSE4hyXIipOkRn%2BGgEa7rXb%2B3d0QTOTIl2QL0uQODL5Ly34SGGsVj5IwzCNz6%2F6X8ddf8PMG78kD90k7TOfqF%2F2hJHILVtxKy3yQWavRaxBMtlsFQUZekg%2B1T1lCE0sCFlzyM9zuPFfMjAAqv3CkEN0ZNWlhuCezcVFtNkbriTkuTCGd28AiP46fZJ7wfhuC3QCKrTSyJO140l3H4nPot1FXO1D40tzqiF5Lrj0XhxMPrwGE1bhHlq3K0vA1917fgPvQt2twBMP50H0vN3iYMa0zMexCwUizoyK0wrt9cCz0I7zFiAauQesg5ZGka4nke%2FVP%2BgM94BPZkP5YJ%2Bex&nvMid=84540574324&catId=50004654
80,꽃등심 생고기 소고기 구이 한우세트 이바지 음식 가정용 추석,114600,,,0,1,다경디자인,0,"국거리용, 불고기용, 구이용","앞다리, 양지, 설도",900g ~ 1200gg,1+등급,https://cr.shopping.naver.com/adcr.nhn?x=uCckYaZaWUwPDACuzGKFGv%2F%2F%2Fw%3D%3Dsl%2FoyYr%2FT5xbSjZWKezjUi%2BB5J1qzYm3yQHpAbfttUcVd5PtaW17j01A1CvklLFMxJjGmWjpkVJRY5eSx1FE0IUbAoeRkvpJaJBMwPydFbM8QhkkHXK4%2FmSRy5icYE%2F27gEY1gCtzfgyYq6fLusNbYekEENpZx8tDl%2Fb%2Fz3JqNpu6ptoKrAmIetMms36i84IyMBbAUTLhEczrfo6o%2BFCYJ9koDZhZTyE2PqJzLGA4wO6Mku7C%2FXJaDNnl22VlZcSxn6ZziTuJhw7CTjvSgWKsboJFc0Uf%2BSGT%2BYme1K%2F%2BeSkQhkkHXK4%2FmSRy5icYE%2F27BW36r4QZshREfg%2B3vq7RNihcdMAKq9TUaTdDjIEPP5v53dT%2Fy2Gj7eB9bxoXM6VWKIEPy9huh9JNuR6eleqJXspO%2FpZ6MGrSKoHj4rimBM1qShS7GYzAzYE%2Fg%2Fv%2Fymvok7aSVeQRWgkKFzCdma1kwaZFFHBTZolkp7NNTxpe2gt3r5AsS0pFROrgwoJHa%2FWIHgqghzLRir7FUZopJgdblokPkceCpemlFcD6j7Ek5nM8YyayA2PdokANI9TYQH6Zqkqc%2FPy1ZM44CbzZmXd8Drk9yx2LE4ozzid%2FD5TsgrpqK4jl3ybUyK5tTNShGmhcuNWUqbOpA0rtCyALIBuIX6gfqLHOsQpGIpzl%2BomMCxRoaKZHilHbuauHUigNM5KA&nvMid=84540618463&catId=50004654
81,꽃등심 생고기 소고기 구이 한우세트 이바지 음식 가정용 추석,182000,,,0,1,다경디자인,3000,"구이용, 스테이크용",등심,800g,1+등급,https://cr.shopping.naver.com/adcr.nhn?x=GtR8HoHR89W%2B5UIHzYB0ZP%2F%2F%2Fw%3D%3Ds55JUeuWx4zfHvaKNtJIqx0fr33f8mmJEXzPUjgMS64ld5PtaW17j01A1CvklLFMxpYr7%2BxQPUAFAmGv6yR8slUbAoeRkvpJaJBMwPydFbM8QhkkHXK4%2FmSRy5icYE%2F27aQin3RMIKa%2BwXfy3aetiCGTeeLC4xMQvYehHJSsJeanarDmAoZ3EESuNViw76KckMBbAUTLhEczrfo6o%2BFCYJ9koDZhZTyE2PqJzLGA4wO6PVyEJ%2Bz3sEWccS0WlE3x5eS0dmOKSBAEpxhislc29uIJFc0Uf%2BSGT%2BYme1K%2F%2BeSkQhkkHXK4%2FmSRy5icYE%2F27ZC%2BSXUxwyLUckntucAABtZ0WflVgzkuuuE8rTNUY0Kb53dT%2Fy2Gj7eB9bxoXM6VWKIEPy9huh9JNuR6eleqJXmcWljfoUCsJQBkf4SNRk5pqShS7GYzAzYE%2Fg%2Fv%2Fymvok7aSVeQRWgkKFzCdma1kwaZFFHBTZolkp7NNTxpe2gt3r5AsS0pFROrgwoJHa%2FWIHgqghzLRir7FUZopJgdblokPkceCpemlFcD6j7Ek5nM8YyayA2PdokANI9TYQH6ZF6SWYm0locVR9hJbTBF5mbk9yx2LE4ozzid%2FD5TsgrpqK4jl3ybUyK5tTNShGmhc90BQ37DHPvE9zwOMPICWgKgfqLHOsQpGIpzl%2BomMCxRoaKZHilHbuauHUigNM5KA&nvMid=84539912431&catId=50004654
82,꽃등심 생고기 소고기 구이 한우세트 이바지 음식 가정용 추석,194160,,,0,1,다경디자인,3000,"구이용, 스테이크용",등심,800g,1+등급,https://cr.shopping.naver.com/adcr.nhn?x=rpmuena%2FBO1T3Pg1mj%2B7Pv%2F%2F%2Fw%3D%3DsYbVjc4Ymo8Tl5pLCy9qfp8qjlPaRAfvDRGt3SlXFt5Zd5PtaW17j01A1CvklLFMx%2FZzzcoONXivQ6cuOzsVf%2FEbAoeRkvpJaJBMwPydFbM8QhkkHXK4%2FmSRy5icYE%2F27aQin3RMIKa%2BwXfy3aetiCGTeeLC4xMQvYehHJSsJeanarDmAoZ3EESuNViw76KckMBbAUTLhEczrfo6o%2BFCYJ9koDZhZTyE2PqJzLGA4wO6PVyEJ%2Bz3sEWccS0WlE3x5OWNIHmSfgvEvdQVg4UZbNoJFc0Uf%2BSGT%2BYme1K%2F%2BeSkQhkkHXK4%2FmSRy5icYE%2F27ZC%2BSXUxwyLUckntucAABtQrDIZFjT52NpnFsw2gJFLT53dT%2Fy2Gj7eB9bxoXM6VWKIEPy9huh9JNuR6eleqJXo2DfJP%2FGePCAKSip7FZ%2FIVqShS7GYzAzYE%2Fg%2Fv%2Fymvok7aSVeQRWgkKFzCdma1kwaZFFHBTZolkp7NNTxpe2gt3r5AsS0pFROrgwoJHa%2FWIHgqghzLRir7FUZopJgdblokPkceCpemlFcD6j7Ek5nM8YyayA2PdokANI9TYQH6ZxGgqdXINkg16P2RaGjHc6rk9yx2LE4ozzid%2FD5TsgrpqK4jl3ybUyK5tTNShGmhcFT1MrzNovpSahJePeiW7OKgfqLHOsQpGIpzl%2BomMCxRoaKZHilHbuauHUigNM5KA&nvMid=84539881897&catId=50004654
83,무항생제 1plus등급 생고기 설 한우 선물세트 한우도,115000,,,0,0,옥션,3000,,,,,https://cr.shopping.naver.com/adcr.nhn?x=jm3JvhmFvR1HUhM8qAn4Lf%2F%2F%2Fw%3D%3DsrbF5CphJ4S51u8o%2Fmd3Pc2n9IcInEfs7ON00eJmMt%2BxQYEJTd4P2nAPBVcAUBoG0eYF21Q4eUwuT2n6wPBXOedof6jW5jHdz%2FbROY2pgmykluxxfm60J9z8rnZUjvqTWNdIrHy7lZM1hFcaJv8evUa6waJPZBaooyxA57y6B2TXZD9E0yUk44wmu6KVHafkg8B34xEmfiu%2FUJU6UsjNQJisG11Z6sBhoDOyYj9p347moYxyHbF5DOv0P3Jr3UZisbDsta9PTmr69rHYVmvj3rNJ%2FhO3vXVwvYJMYBhGhUEJD4P%2Bj2CVvS6QkrpszyaIoCuwrUM2Vi5bq9fxYHuPhKRODInKrVpQ32WowwVKEC07prhZ0vOEVvlayrKS2nJDXIvqsuIvkWBzuDvD5f3gldBH7vZoRK%2B5W2TfN52XMTX5EVp0igryvMeq7nwyxkakn3sY4XpitSURKFpLiQcDtsvVMWOCKKKNGJ1MPRP9j60YkxCdzRHx%2B4loCjlE6eTeAch4dbssX5Y%2F3wSuKTKNEiLv4lOUzy0%2FmGIkdbnoTBjb6ltf%2Bk%2BJhOltap7o6VkKw9e%2B09pdxJfLnZtYjT3L%2FP%2BIDz4564v2qsGIMkAkvMGQQpU2304NsIKY6wo16swX%2Fp9KXsYCzvds3Ouc80jGJIQ4SwcLvxUEucVmH%2BcOht40%3D&nvMid=33514129219&catId=50004654
84,무항생제 1plus등급 생고기 설 한우 선물세트 한우도,120750,,,0,0,G마켓,3000,,,,,https://cr.shopping.naver.com/adcr.nhn?x=Wnkm%2BMzK4ikidT3We%2BDYif%2F%2F%2Fw%3D%3DsAldp%2BRUuTSnq8j8I17qgVKttM4BXWQLkNRT9uhvu8Atd5PtaW17j01A1CvklLFMx0xp%2FBwNLbTC7r2wfkqUpyEbAoeRkvpJaJBMwPydFbM8QhkkHXK4%2FmSRy5icYE%2F27aQin3RMIKa%2BwXfy3aetiCGTeeLC4xMQvYehHJSsJeanarDmAoZ3EESuNViw76KckkaNBES4G38CiBYJItMyKtBiEKX0Q9tNbxVMCLRMIwKsPXKpd5Pi6cEa0mzg9fc8YZ2UTZCH3mJs6wwnosXCZKgPff3rnMSL%2BNC0lsSdbeEQLDGgV5RH%2Fun1U1ASXLg%2BPRa2C%2F3DYWGssI89odP4a5X1Cz0SZzHwYlElMifl68xchToE9vLCQhAq2%2BPRbkwjYwc%2B%2FjkR2vl%2B%2B%2B%2F%2BVPNlrhQ0VnN45A6IiSX9iUZbfzyWz%2BcHee%2FtCJms0eEQe6O6TV36ogsAbT2GMBHUreotiQOlDqOqumOvsAEbClhaBI7bkScvTDOCtTWk6TSq%2BNpa8KCzueNyNjuNxvu%2BK22dDK%2FIpWPPjgfo%2FCcYhBl8h%2F3R%2Baz7hSxwFcVWq6odtFKvFJSwpeLXTvt50NoAfKlJxomiieVRcbeqL1nxL%2FbMv%2FfmlzAkP105FKC4C9tHx7G5%2B5MsAl%2F4m%2ByvA7bZzaCNTdC6CIOHlLyf7tFzQx427OB1jvWLi3J%2B3R%2FkEpTI16olSNhM3%2FGC%2FqptNLy642f6Zi%2BR79U%2F6Az3gE9mQ%2Flgn57E%3D&nvMid=33513863627&catId=50004654
85,완전 신선 당일도축 투뿔 한우 소고기 육회 생고기 250g,23900,,,0,1,일일마켓 11 market,3000,육회용,우둔,250g,1++등급,https://cr.shopping.naver.com/adcr.nhn?x=Dqqv%2B4FfK0YZxO8NMO2SCf%2F%2F%2Fw%3D%3Dsf4Ce7UzQyq7f%2BkL41v8h0y%2B9RnLC3QhFxUTXNn9RQNRQYEJTd4P2nAPBVcAUBoG058OZb9rnT%2BOsiQuSPxHmGdof6jW5jHdz%2FbROY2pgmykluxxfm60J9z8rnZUjvqTWNdIrHy7lZM1hFcaJv8evUa6waJPZBaooyxA57y6B2TXZD9E0yUk44wmu6KVHafkgBju2H9vlf%2B7%2FVgVUBSeHForiPkxPAXjk2LX8wmqtKDQMr%2Bo64Fd7xmLTwACyj9TvZrkZ9VssU705TNN%2Be6UNWl18On0%2B4OT76dMX121gsZ4Hs%2F2PHkpmvWjL2qy1nHubqXs6u1At0JqHjNUCWW5%2BdR1BrkIJcAYJ6xC9%2Btgi9HFdrU9gBvTOY8XVxGgpGxxdCClucODkZ42CxMyB0J5Glz56EE7Rzb%2FmvFGPaLJ7uY%2FzP7NdJX9i1xrYzVVat6tCMVbnYOVKRfw3HYBm1tgoqeKthwQAfqOwo2G33AetZUQkZa4BOCfFqowelaKiA4AzgI8Ktevk9KUgGH186VBe0igEAMD6tBMPnRRk9ZKz9WImi5Ue0rKnZt9Cj5vVddmig64ApXpFcbUizTdcku%2BIFxmjX4fJOmOrQmsAMmuW4ALzur8E5I7boW0FJ0%2B1BrkBV8BuHoKXSMc4bOAtDIy6%2Bc2OqH9l6YII5ugOGfB4CYY%3D&nvMid=84463463245&catId=50004654
