,key,상품번호,랭킹,상품명,옵션,가격,중량,복수 상품,타입,리뷰,구매건수,찜하기,스마트스토어,쇼핑몰,배송비,용도,부위,링크,100g당_가격,배송비포함_가격
54,55,6174273536.0,18,[당일도축] 대구뭉티기 육사시미 한우육회 뭉텅이,1. 뭉티기 200g,14900,200,1,2,153,292.0,299,1,성수동클래식,3500,육회용,"우둔, 기타",https://cr.shopping.naver.com/adcr.nhn?x=nXJRD91yzkvIWyG9Z3UJ4v%2F%2F%2Fw%3D%3Ds%2F47X8%2BDsl5V6TXJm7kA9PLSqY0j4dzk9sijZzyQemrL9j6Z028SOG9T5CrCo3ZqjgfFMTSxQGagT8UiAI3sgDsi30QtKP1mA7BYZPpxeJLceHZ5T6o%2FKOxB%2BF2EdwDbSwj0xaT9YKsZ8lm3Fq7yQ1cam4jo4DXckC8xCADBtDRAhNaJEXNX8QHOF1Rf1wYe5hNAWEw0JCsb7LJXBJqKWV9015zgK%2BP5r4ZCysDfiDpUztQMEmiDy1VDh1KqcvApixGegF%2F5l%2F%2FupEhDhq1ft3KsJF1TG8DXvuOXRWh2aiSE1QmeK3ZPITzKHcbEnR%2BI89DEve%2BI1yhDkS2hj3RxUNMW1NETr1spn1JPZIOOcahJXfqiCwBtPYYwEdSt6i2JAWT%2F8eaSjehE%2FwKUdyhQJeT6ZnZHe%2FOJDqomomcNWtSGT%2Bnt8HUcfX%2Fd4%2BkB9srTKSk2UPbt%2Bciv21CVgrocU3mJ604gvDcIcUYw0dooB9p%2BGmzqAVgWC903Uxs6A2M3og4%2FPFFnW4yUykypIOAJYSnNY%2BW%2F6Dl4g3BXgTs4MmPhCs%2F%2Foubx7NcjlmkQpyugWhdV%2Ff9si5BkOB1orSAKwGCITiNJXngnYPVM6hpg9udHJ8k8quYDlkqgtSSGXjURsPm2V2WLj0oLfvtXSAq9jPg1QmAmnoJRdq4K9btjkCM0%3D&nvMid=83718773113&catId=50004654,7450,18400
55,56,6174273536.0,18,[당일도축] 대구뭉티기 육사시미 한우육회 뭉텅이,2. 뭉티기 400g (+11000원),25900,400,1,2,153,292.0,299,1,성수동클래식,3500,육회용,"우둔, 기타",https://cr.shopping.naver.com/adcr.nhn?x=nXJRD91yzkvIWyG9Z3UJ4v%2F%2F%2Fw%3D%3Ds%2F47X8%2BDsl5V6TXJm7kA9PLSqY0j4dzk9sijZzyQemrL9j6Z028SOG9T5CrCo3ZqjgfFMTSxQGagT8UiAI3sgDsi30QtKP1mA7BYZPpxeJLceHZ5T6o%2FKOxB%2BF2EdwDbSwj0xaT9YKsZ8lm3Fq7yQ1cam4jo4DXckC8xCADBtDRAhNaJEXNX8QHOF1Rf1wYe5hNAWEw0JCsb7LJXBJqKWV9015zgK%2BP5r4ZCysDfiDpUztQMEmiDy1VDh1KqcvApixGegF%2F5l%2F%2FupEhDhq1ft3KsJF1TG8DXvuOXRWh2aiSE1QmeK3ZPITzKHcbEnR%2BI89DEve%2BI1yhDkS2hj3RxUNMW1NETr1spn1JPZIOOcahJXfqiCwBtPYYwEdSt6i2JAWT%2F8eaSjehE%2FwKUdyhQJeT6ZnZHe%2FOJDqomomcNWtSGT%2Bnt8HUcfX%2Fd4%2BkB9srTKSk2UPbt%2Bciv21CVgrocU3mJ604gvDcIcUYw0dooB9p%2BGmzqAVgWC903Uxs6A2M3og4%2FPFFnW4yUykypIOAJYSnNY%2BW%2F6Dl4g3BXgTs4MmPhCs%2F%2Foubx7NcjlmkQpyugWhdV%2Ff9si5BkOB1orSAKwGCITiNJXngnYPVM6hpg9udHJ8k8quYDlkqgtSSGXjURsPm2V2WLj0oLfvtXSAq9jPg1QmAmnoJRdq4K9btjkCM0%3D&nvMid=83718773113&catId=50004654,6475,29400
56,57,6174273536.0,18,[당일도축] 대구뭉티기 육사시미 한우육회 뭉텅이,3. 뭉티기 600g (+22700원),37600,600,1,2,153,292.0,299,1,성수동클래식,3500,육회용,"우둔, 기타",https://cr.shopping.naver.com/adcr.nhn?x=nXJRD91yzkvIWyG9Z3UJ4v%2F%2F%2Fw%3D%3Ds%2F47X8%2BDsl5V6TXJm7kA9PLSqY0j4dzk9sijZzyQemrL9j6Z028SOG9T5CrCo3ZqjgfFMTSxQGagT8UiAI3sgDsi30QtKP1mA7BYZPpxeJLceHZ5T6o%2FKOxB%2BF2EdwDbSwj0xaT9YKsZ8lm3Fq7yQ1cam4jo4DXckC8xCADBtDRAhNaJEXNX8QHOF1Rf1wYe5hNAWEw0JCsb7LJXBJqKWV9015zgK%2BP5r4ZCysDfiDpUztQMEmiDy1VDh1KqcvApixGegF%2F5l%2F%2FupEhDhq1ft3KsJF1TG8DXvuOXRWh2aiSE1QmeK3ZPITzKHcbEnR%2BI89DEve%2BI1yhDkS2hj3RxUNMW1NETr1spn1JPZIOOcahJXfqiCwBtPYYwEdSt6i2JAWT%2F8eaSjehE%2FwKUdyhQJeT6ZnZHe%2FOJDqomomcNWtSGT%2Bnt8HUcfX%2Fd4%2BkB9srTKSk2UPbt%2Bciv21CVgrocU3mJ604gvDcIcUYw0dooB9p%2BGmzqAVgWC903Uxs6A2M3og4%2FPFFnW4yUykypIOAJYSnNY%2BW%2F6Dl4g3BXgTs4MmPhCs%2F%2Foubx7NcjlmkQpyugWhdV%2Ff9si5BkOB1orSAKwGCITiNJXngnYPVM6hpg9udHJ8k8quYDlkqgtSSGXjURsPm2V2WLj0oLfvtXSAq9jPg1QmAmnoJRdq4K9btjkCM0%3D&nvMid=83718773113&catId=50004654,6267,41100
57,58,6174273536.0,18,[당일도축] 대구뭉티기 육사시미 한우육회 뭉텅이,4. 육회 200g (-1000원),13900,200,1,1,153,292.0,299,1,성수동클래식,3500,육회용,"우둔, 기타",https://cr.shopping.naver.com/adcr.nhn?x=nXJRD91yzkvIWyG9Z3UJ4v%2F%2F%2Fw%3D%3Ds%2F47X8%2BDsl5V6TXJm7kA9PLSqY0j4dzk9sijZzyQemrL9j6Z028SOG9T5CrCo3ZqjgfFMTSxQGagT8UiAI3sgDsi30QtKP1mA7BYZPpxeJLceHZ5T6o%2FKOxB%2BF2EdwDbSwj0xaT9YKsZ8lm3Fq7yQ1cam4jo4DXckC8xCADBtDRAhNaJEXNX8QHOF1Rf1wYe5hNAWEw0JCsb7LJXBJqKWV9015zgK%2BP5r4ZCysDfiDpUztQMEmiDy1VDh1KqcvApixGegF%2F5l%2F%2FupEhDhq1ft3KsJF1TG8DXvuOXRWh2aiSE1QmeK3ZPITzKHcbEnR%2BI89DEve%2BI1yhDkS2hj3RxUNMW1NETr1spn1JPZIOOcahJXfqiCwBtPYYwEdSt6i2JAWT%2F8eaSjehE%2FwKUdyhQJeT6ZnZHe%2FOJDqomomcNWtSGT%2Bnt8HUcfX%2Fd4%2BkB9srTKSk2UPbt%2Bciv21CVgrocU3mJ604gvDcIcUYw0dooB9p%2BGmzqAVgWC903Uxs6A2M3og4%2FPFFnW4yUykypIOAJYSnNY%2BW%2F6Dl4g3BXgTs4MmPhCs%2F%2Foubx7NcjlmkQpyugWhdV%2Ff9si5BkOB1orSAKwGCITiNJXngnYPVM6hpg9udHJ8k8quYDlkqgtSSGXjURsPm2V2WLj0oLfvtXSAq9jPg1QmAmnoJRdq4K9btjkCM0%3D&nvMid=83718773113&catId=50004654,6950,17400
58,59,6174273536.0,18,[당일도축] 대구뭉티기 육사시미 한우육회 뭉텅이,5. 육회 400g (+9400원),24300,400,1,1,153,292.0,299,1,성수동클래식,3500,육회용,"우둔, 기타",https://cr.shopping.naver.com/adcr.nhn?x=nXJRD91yzkvIWyG9Z3UJ4v%2F%2F%2Fw%3D%3Ds%2F47X8%2BDsl5V6TXJm7kA9PLSqY0j4dzk9sijZzyQemrL9j6Z028SOG9T5CrCo3ZqjgfFMTSxQGagT8UiAI3sgDsi30QtKP1mA7BYZPpxeJLceHZ5T6o%2FKOxB%2BF2EdwDbSwj0xaT9YKsZ8lm3Fq7yQ1cam4jo4DXckC8xCADBtDRAhNaJEXNX8QHOF1Rf1wYe5hNAWEw0JCsb7LJXBJqKWV9015zgK%2BP5r4ZCysDfiDpUztQMEmiDy1VDh1KqcvApixGegF%2F5l%2F%2FupEhDhq1ft3KsJF1TG8DXvuOXRWh2aiSE1QmeK3ZPITzKHcbEnR%2BI89DEve%2BI1yhDkS2hj3RxUNMW1NETr1spn1JPZIOOcahJXfqiCwBtPYYwEdSt6i2JAWT%2F8eaSjehE%2FwKUdyhQJeT6ZnZHe%2FOJDqomomcNWtSGT%2Bnt8HUcfX%2Fd4%2BkB9srTKSk2UPbt%2Bciv21CVgrocU3mJ604gvDcIcUYw0dooB9p%2BGmzqAVgWC903Uxs6A2M3og4%2FPFFnW4yUykypIOAJYSnNY%2BW%2F6Dl4g3BXgTs4MmPhCs%2F%2Foubx7NcjlmkQpyugWhdV%2Ff9si5BkOB1orSAKwGCITiNJXngnYPVM6hpg9udHJ8k8quYDlkqgtSSGXjURsPm2V2WLj0oLfvtXSAq9jPg1QmAmnoJRdq4K9btjkCM0%3D&nvMid=83718773113&catId=50004654,6075,27800
59,60,6174273536.0,18,[당일도축] 대구뭉티기 육사시미 한우육회 뭉텅이,6. 육회 600g (+20000원),34900,600,1,1,153,292.0,299,1,성수동클래식,3500,육회용,"우둔, 기타",https://cr.shopping.naver.com/adcr.nhn?x=nXJRD91yzkvIWyG9Z3UJ4v%2F%2F%2Fw%3D%3Ds%2F47X8%2BDsl5V6TXJm7kA9PLSqY0j4dzk9sijZzyQemrL9j6Z028SOG9T5CrCo3ZqjgfFMTSxQGagT8UiAI3sgDsi30QtKP1mA7BYZPpxeJLceHZ5T6o%2FKOxB%2BF2EdwDbSwj0xaT9YKsZ8lm3Fq7yQ1cam4jo4DXckC8xCADBtDRAhNaJEXNX8QHOF1Rf1wYe5hNAWEw0JCsb7LJXBJqKWV9015zgK%2BP5r4ZCysDfiDpUztQMEmiDy1VDh1KqcvApixGegF%2F5l%2F%2FupEhDhq1ft3KsJF1TG8DXvuOXRWh2aiSE1QmeK3ZPITzKHcbEnR%2BI89DEve%2BI1yhDkS2hj3RxUNMW1NETr1spn1JPZIOOcahJXfqiCwBtPYYwEdSt6i2JAWT%2F8eaSjehE%2FwKUdyhQJeT6ZnZHe%2FOJDqomomcNWtSGT%2Bnt8HUcfX%2Fd4%2BkB9srTKSk2UPbt%2Bciv21CVgrocU3mJ604gvDcIcUYw0dooB9p%2BGmzqAVgWC903Uxs6A2M3og4%2FPFFnW4yUykypIOAJYSnNY%2BW%2F6Dl4g3BXgTs4MmPhCs%2F%2Foubx7NcjlmkQpyugWhdV%2Ff9si5BkOB1orSAKwGCITiNJXngnYPVM6hpg9udHJ8k8quYDlkqgtSSGXjURsPm2V2WLj0oLfvtXSAq9jPg1QmAmnoJRdq4K9btjkCM0%3D&nvMid=83718773113&catId=50004654,5817,38400
60,61,6174273536.0,18,[당일도축] 대구뭉티기 육사시미 한우육회 뭉텅이,7. 뭉티기200g+육회200g (1-2인분) (+13100원),28000,400,1,3,153,292.0,299,1,성수동클래식,3500,육회용,"우둔, 기타",https://cr.shopping.naver.com/adcr.nhn?x=nXJRD91yzkvIWyG9Z3UJ4v%2F%2F%2Fw%3D%3Ds%2F47X8%2BDsl5V6TXJm7kA9PLSqY0j4dzk9sijZzyQemrL9j6Z028SOG9T5CrCo3ZqjgfFMTSxQGagT8UiAI3sgDsi30QtKP1mA7BYZPpxeJLceHZ5T6o%2FKOxB%2BF2EdwDbSwj0xaT9YKsZ8lm3Fq7yQ1cam4jo4DXckC8xCADBtDRAhNaJEXNX8QHOF1Rf1wYe5hNAWEw0JCsb7LJXBJqKWV9015zgK%2BP5r4ZCysDfiDpUztQMEmiDy1VDh1KqcvApixGegF%2F5l%2F%2FupEhDhq1ft3KsJF1TG8DXvuOXRWh2aiSE1QmeK3ZPITzKHcbEnR%2BI89DEve%2BI1yhDkS2hj3RxUNMW1NETr1spn1JPZIOOcahJXfqiCwBtPYYwEdSt6i2JAWT%2F8eaSjehE%2FwKUdyhQJeT6ZnZHe%2FOJDqomomcNWtSGT%2Bnt8HUcfX%2Fd4%2BkB9srTKSk2UPbt%2Bciv21CVgrocU3mJ604gvDcIcUYw0dooB9p%2BGmzqAVgWC903Uxs6A2M3og4%2FPFFnW4yUykypIOAJYSnNY%2BW%2F6Dl4g3BXgTs4MmPhCs%2F%2Foubx7NcjlmkQpyugWhdV%2Ff9si5BkOB1orSAKwGCITiNJXngnYPVM6hpg9udHJ8k8quYDlkqgtSSGXjURsPm2V2WLj0oLfvtXSAq9jPg1QmAmnoJRdq4K9btjkCM0%3D&nvMid=83718773113&catId=50004654,7000,31500
61,62,6174273536.0,18,[당일도축] 대구뭉티기 육사시미 한우육회 뭉텅이,8. 뭉티기400g+육회400g (3-4인분) (+34100원),49000,800,1,3,153,292.0,299,1,성수동클래식,3500,육회용,"우둔, 기타",https://cr.shopping.naver.com/adcr.nhn?x=nXJRD91yzkvIWyG9Z3UJ4v%2F%2F%2Fw%3D%3Ds%2F47X8%2BDsl5V6TXJm7kA9PLSqY0j4dzk9sijZzyQemrL9j6Z028SOG9T5CrCo3ZqjgfFMTSxQGagT8UiAI3sgDsi30QtKP1mA7BYZPpxeJLceHZ5T6o%2FKOxB%2BF2EdwDbSwj0xaT9YKsZ8lm3Fq7yQ1cam4jo4DXckC8xCADBtDRAhNaJEXNX8QHOF1Rf1wYe5hNAWEw0JCsb7LJXBJqKWV9015zgK%2BP5r4ZCysDfiDpUztQMEmiDy1VDh1KqcvApixGegF%2F5l%2F%2FupEhDhq1ft3KsJF1TG8DXvuOXRWh2aiSE1QmeK3ZPITzKHcbEnR%2BI89DEve%2BI1yhDkS2hj3RxUNMW1NETr1spn1JPZIOOcahJXfqiCwBtPYYwEdSt6i2JAWT%2F8eaSjehE%2FwKUdyhQJeT6ZnZHe%2FOJDqomomcNWtSGT%2Bnt8HUcfX%2Fd4%2BkB9srTKSk2UPbt%2Bciv21CVgrocU3mJ604gvDcIcUYw0dooB9p%2BGmzqAVgWC903Uxs6A2M3og4%2FPFFnW4yUykypIOAJYSnNY%2BW%2F6Dl4g3BXgTs4MmPhCs%2F%2Foubx7NcjlmkQpyugWhdV%2Ff9si5BkOB1orSAKwGCITiNJXngnYPVM6hpg9udHJ8k8quYDlkqgtSSGXjURsPm2V2WLj0oLfvtXSAq9jPg1QmAmnoJRdq4K9btjkCM0%3D&nvMid=83718773113&catId=50004654,6125,52500
62,63,6174273536.0,18,[당일도축] 대구뭉티기 육사시미 한우육회 뭉텅이,9. 뭉티기600g+육회600g (5-6인분) (+55000원),69900,1200,1,3,153,292.0,299,1,성수동클래식,3500,육회용,"우둔, 기타",https://cr.shopping.naver.com/adcr.nhn?x=nXJRD91yzkvIWyG9Z3UJ4v%2F%2F%2Fw%3D%3Ds%2F47X8%2BDsl5V6TXJm7kA9PLSqY0j4dzk9sijZzyQemrL9j6Z028SOG9T5CrCo3ZqjgfFMTSxQGagT8UiAI3sgDsi30QtKP1mA7BYZPpxeJLceHZ5T6o%2FKOxB%2BF2EdwDbSwj0xaT9YKsZ8lm3Fq7yQ1cam4jo4DXckC8xCADBtDRAhNaJEXNX8QHOF1Rf1wYe5hNAWEw0JCsb7LJXBJqKWV9015zgK%2BP5r4ZCysDfiDpUztQMEmiDy1VDh1KqcvApixGegF%2F5l%2F%2FupEhDhq1ft3KsJF1TG8DXvuOXRWh2aiSE1QmeK3ZPITzKHcbEnR%2BI89DEve%2BI1yhDkS2hj3RxUNMW1NETr1spn1JPZIOOcahJXfqiCwBtPYYwEdSt6i2JAWT%2F8eaSjehE%2FwKUdyhQJeT6ZnZHe%2FOJDqomomcNWtSGT%2Bnt8HUcfX%2Fd4%2BkB9srTKSk2UPbt%2Bciv21CVgrocU3mJ604gvDcIcUYw0dooB9p%2BGmzqAVgWC903Uxs6A2M3og4%2FPFFnW4yUykypIOAJYSnNY%2BW%2F6Dl4g3BXgTs4MmPhCs%2F%2Foubx7NcjlmkQpyugWhdV%2Ff9si5BkOB1orSAKwGCITiNJXngnYPVM6hpg9udHJ8k8quYDlkqgtSSGXjURsPm2V2WLj0oLfvtXSAq9jPg1QmAmnoJRdq4K9btjkCM0%3D&nvMid=83718773113&catId=50004654,5825,73400
63,64,4912822368.0,19,[소잡는구선생]국내산 당일작업 냉장 육회/육사시미 300g 뭉티기 육회물회,식감쫄깃 육회,9700,300,1,1,7757,5869.0,645,1,소잡는 구선생,3000,,,https://cr.shopping.naver.com/adcr.nhn?x=UWQrjYjIdmopIt3fXfSzQv%2F%2F%2Fw%3D%3DsMf%2Fq8HkDI%2FZCqCq344PGSi01N6pT1KYRsevkT2lZGHP9j6Z028SOG9T5CrCo3ZqjZuRiASvaFmXkvFMsHSQ5gci30QtKP1mA7BYZPpxeJLceHZ5T6o%2FKOxB%2BF2EdwDbSwj0xaT9YKsZ8lm3Fq7yQ1cam4jo4DXckC8xCADBtDRAhNaJEXNX8QHOF1Rf1wYe5hNAWEw0JCsb7LJXBJqKWV9015zgK%2BP5r4ZCysDfiDpVG0qfhJEM45vfA%2BI30uUpCVAP5%2BWJdEIQPxpVg013edqsJF1TG8DXvuOXRWh2aiSE1QmeK3ZPITzKHcbEnR%2BI8kxILTJZT4CxOHT14IKGFPetPDKx0KeQR5syUBaLE3zdXfqiCwBtPYYwEdSt6i2JAGYMqd%2Fx043KWD7h%2FD2OPWWyRCskcDSaaGfny7soBu1BAPEoi7xSgeO9UZnmoicYuv35Vt%2BIMverWdIJ2DHi42whydpDJ05h1N4DyVRjEa%2BNFwCVH0u2%2BrCGQYt0btieemVvsypPraF%2BPjUTkpEClzlfvnG4ssqod5bg6SZBsbf7gHS2835p%2B2oDUggwtc3o86XKCfqgCTCj%2FG9eoNOyI3HLDLvve57mUHgRnwOaC5ugoQDwvDfXUEBTVA60rNHT5WwkBEFPsCYDf4DF8JDUaNcyUS7RftAAZUdLP39w4Ta8DfkLIyuldBS3f8m8e6nLmzUhNzs2VE%2B%2Bisqs3JAEppg%3D%3D&nvMid=82457346062&catId=50004654,3234,12700
64,65,4912822368.0,19,[소잡는구선생]국내산 당일작업 냉장 육회/육사시미 300g 뭉티기 육회물회,식감쫄깃 육회,16100,500,1,1,7757,5869.0,645,1,소잡는 구선생,3000,,,https://cr.shopping.naver.com/adcr.nhn?x=UWQrjYjIdmopIt3fXfSzQv%2F%2F%2Fw%3D%3DsMf%2Fq8HkDI%2FZCqCq344PGSi01N6pT1KYRsevkT2lZGHP9j6Z028SOG9T5CrCo3ZqjZuRiASvaFmXkvFMsHSQ5gci30QtKP1mA7BYZPpxeJLceHZ5T6o%2FKOxB%2BF2EdwDbSwj0xaT9YKsZ8lm3Fq7yQ1cam4jo4DXckC8xCADBtDRAhNaJEXNX8QHOF1Rf1wYe5hNAWEw0JCsb7LJXBJqKWV9015zgK%2BP5r4ZCysDfiDpVG0qfhJEM45vfA%2BI30uUpCVAP5%2BWJdEIQPxpVg013edqsJF1TG8DXvuOXRWh2aiSE1QmeK3ZPITzKHcbEnR%2BI8kxILTJZT4CxOHT14IKGFPetPDKx0KeQR5syUBaLE3zdXfqiCwBtPYYwEdSt6i2JAGYMqd%2Fx043KWD7h%2FD2OPWWyRCskcDSaaGfny7soBu1BAPEoi7xSgeO9UZnmoicYuv35Vt%2BIMverWdIJ2DHi42whydpDJ05h1N4DyVRjEa%2BNFwCVH0u2%2BrCGQYt0btieemVvsypPraF%2BPjUTkpEClzlfvnG4ssqod5bg6SZBsbf7gHS2835p%2B2oDUggwtc3o86XKCfqgCTCj%2FG9eoNOyI3HLDLvve57mUHgRnwOaC5ugoQDwvDfXUEBTVA60rNHT5WwkBEFPsCYDf4DF8JDUaNcyUS7RftAAZUdLP39w4Ta8DfkLIyuldBS3f8m8e6nLmzUhNzs2VE%2B%2Bisqs3JAEppg%3D%3D&nvMid=82457346062&catId=50004654,3221,19100
65,66,4912822368.0,19,[소잡는구선생]국내산 당일작업 냉장 육회/육사시미 300g 뭉티기 육회물회,[프리미엄] 채끝 육회,11900,300,1,1,7757,5869.0,645,1,소잡는 구선생,3000,,,https://cr.shopping.naver.com/adcr.nhn?x=UWQrjYjIdmopIt3fXfSzQv%2F%2F%2Fw%3D%3DsMf%2Fq8HkDI%2FZCqCq344PGSi01N6pT1KYRsevkT2lZGHP9j6Z028SOG9T5CrCo3ZqjZuRiASvaFmXkvFMsHSQ5gci30QtKP1mA7BYZPpxeJLceHZ5T6o%2FKOxB%2BF2EdwDbSwj0xaT9YKsZ8lm3Fq7yQ1cam4jo4DXckC8xCADBtDRAhNaJEXNX8QHOF1Rf1wYe5hNAWEw0JCsb7LJXBJqKWV9015zgK%2BP5r4ZCysDfiDpVG0qfhJEM45vfA%2BI30uUpCVAP5%2BWJdEIQPxpVg013edqsJF1TG8DXvuOXRWh2aiSE1QmeK3ZPITzKHcbEnR%2BI8kxILTJZT4CxOHT14IKGFPetPDKx0KeQR5syUBaLE3zdXfqiCwBtPYYwEdSt6i2JAGYMqd%2Fx043KWD7h%2FD2OPWWyRCskcDSaaGfny7soBu1BAPEoi7xSgeO9UZnmoicYuv35Vt%2BIMverWdIJ2DHi42whydpDJ05h1N4DyVRjEa%2BNFwCVH0u2%2BrCGQYt0btieemVvsypPraF%2BPjUTkpEClzlfvnG4ssqod5bg6SZBsbf7gHS2835p%2B2oDUggwtc3o86XKCfqgCTCj%2FG9eoNOyI3HLDLvve57mUHgRnwOaC5ugoQDwvDfXUEBTVA60rNHT5WwkBEFPsCYDf4DF8JDUaNcyUS7RftAAZUdLP39w4Ta8DfkLIyuldBS3f8m8e6nLmzUhNzs2VE%2B%2Bisqs3JAEppg%3D%3D&nvMid=82457346062&catId=50004654,3967,14900
66,67,4912822368.0,19,[소잡는구선생]국내산 당일작업 냉장 육회/육사시미 300g 뭉티기 육회물회,식감쫄깃 육사시미,10500,300,1,2,7757,5869.0,645,1,소잡는 구선생,3000,,,https://cr.shopping.naver.com/adcr.nhn?x=UWQrjYjIdmopIt3fXfSzQv%2F%2F%2Fw%3D%3DsMf%2Fq8HkDI%2FZCqCq344PGSi01N6pT1KYRsevkT2lZGHP9j6Z028SOG9T5CrCo3ZqjZuRiASvaFmXkvFMsHSQ5gci30QtKP1mA7BYZPpxeJLceHZ5T6o%2FKOxB%2BF2EdwDbSwj0xaT9YKsZ8lm3Fq7yQ1cam4jo4DXckC8xCADBtDRAhNaJEXNX8QHOF1Rf1wYe5hNAWEw0JCsb7LJXBJqKWV9015zgK%2BP5r4ZCysDfiDpVG0qfhJEM45vfA%2BI30uUpCVAP5%2BWJdEIQPxpVg013edqsJF1TG8DXvuOXRWh2aiSE1QmeK3ZPITzKHcbEnR%2BI8kxILTJZT4CxOHT14IKGFPetPDKx0KeQR5syUBaLE3zdXfqiCwBtPYYwEdSt6i2JAGYMqd%2Fx043KWD7h%2FD2OPWWyRCskcDSaaGfny7soBu1BAPEoi7xSgeO9UZnmoicYuv35Vt%2BIMverWdIJ2DHi42whydpDJ05h1N4DyVRjEa%2BNFwCVH0u2%2BrCGQYt0btieemVvsypPraF%2BPjUTkpEClzlfvnG4ssqod5bg6SZBsbf7gHS2835p%2B2oDUggwtc3o86XKCfqgCTCj%2FG9eoNOyI3HLDLvve57mUHgRnwOaC5ugoQDwvDfXUEBTVA60rNHT5WwkBEFPsCYDf4DF8JDUaNcyUS7RftAAZUdLP39w4Ta8DfkLIyuldBS3f8m8e6nLmzUhNzs2VE%2B%2Bisqs3JAEppg%3D%3D&nvMid=82457346062&catId=50004654,3500,13500
67,68,4912822368.0,19,[소잡는구선생]국내산 당일작업 냉장 육회/육사시미 300g 뭉티기 육회물회,식감쫄깃 육사시미,17500,500,1,2,7757,5869.0,645,1,소잡는 구선생,3000,,,https://cr.shopping.naver.com/adcr.nhn?x=UWQrjYjIdmopIt3fXfSzQv%2F%2F%2Fw%3D%3DsMf%2Fq8HkDI%2FZCqCq344PGSi01N6pT1KYRsevkT2lZGHP9j6Z028SOG9T5CrCo3ZqjZuRiASvaFmXkvFMsHSQ5gci30QtKP1mA7BYZPpxeJLceHZ5T6o%2FKOxB%2BF2EdwDbSwj0xaT9YKsZ8lm3Fq7yQ1cam4jo4DXckC8xCADBtDRAhNaJEXNX8QHOF1Rf1wYe5hNAWEw0JCsb7LJXBJqKWV9015zgK%2BP5r4ZCysDfiDpVG0qfhJEM45vfA%2BI30uUpCVAP5%2BWJdEIQPxpVg013edqsJF1TG8DXvuOXRWh2aiSE1QmeK3ZPITzKHcbEnR%2BI8kxILTJZT4CxOHT14IKGFPetPDKx0KeQR5syUBaLE3zdXfqiCwBtPYYwEdSt6i2JAGYMqd%2Fx043KWD7h%2FD2OPWWyRCskcDSaaGfny7soBu1BAPEoi7xSgeO9UZnmoicYuv35Vt%2BIMverWdIJ2DHi42whydpDJ05h1N4DyVRjEa%2BNFwCVH0u2%2BrCGQYt0btieemVvsypPraF%2BPjUTkpEClzlfvnG4ssqod5bg6SZBsbf7gHS2835p%2B2oDUggwtc3o86XKCfqgCTCj%2FG9eoNOyI3HLDLvve57mUHgRnwOaC5ugoQDwvDfXUEBTVA60rNHT5WwkBEFPsCYDf4DF8JDUaNcyUS7RftAAZUdLP39w4Ta8DfkLIyuldBS3f8m8e6nLmzUhNzs2VE%2B%2Bisqs3JAEppg%3D%3D&nvMid=82457346062&catId=50004654,3500,20500
68,69,4912822368.0,19,[소잡는구선생]국내산 당일작업 냉장 육회/육사시미 300g 뭉티기 육회물회,[프리미엄] 채끝 육사시미,12500,300,1,2,7757,5869.0,645,1,소잡는 구선생,3000,,,https://cr.shopping.naver.com/adcr.nhn?x=UWQrjYjIdmopIt3fXfSzQv%2F%2F%2Fw%3D%3DsMf%2Fq8HkDI%2FZCqCq344PGSi01N6pT1KYRsevkT2lZGHP9j6Z028SOG9T5CrCo3ZqjZuRiASvaFmXkvFMsHSQ5gci30QtKP1mA7BYZPpxeJLceHZ5T6o%2FKOxB%2BF2EdwDbSwj0xaT9YKsZ8lm3Fq7yQ1cam4jo4DXckC8xCADBtDRAhNaJEXNX8QHOF1Rf1wYe5hNAWEw0JCsb7LJXBJqKWV9015zgK%2BP5r4ZCysDfiDpVG0qfhJEM45vfA%2BI30uUpCVAP5%2BWJdEIQPxpVg013edqsJF1TG8DXvuOXRWh2aiSE1QmeK3ZPITzKHcbEnR%2BI8kxILTJZT4CxOHT14IKGFPetPDKx0KeQR5syUBaLE3zdXfqiCwBtPYYwEdSt6i2JAGYMqd%2Fx043KWD7h%2FD2OPWWyRCskcDSaaGfny7soBu1BAPEoi7xSgeO9UZnmoicYuv35Vt%2BIMverWdIJ2DHi42whydpDJ05h1N4DyVRjEa%2BNFwCVH0u2%2BrCGQYt0btieemVvsypPraF%2BPjUTkpEClzlfvnG4ssqod5bg6SZBsbf7gHS2835p%2B2oDUggwtc3o86XKCfqgCTCj%2FG9eoNOyI3HLDLvve57mUHgRnwOaC5ugoQDwvDfXUEBTVA60rNHT5WwkBEFPsCYDf4DF8JDUaNcyUS7RftAAZUdLP39w4Ta8DfkLIyuldBS3f8m8e6nLmzUhNzs2VE%2B%2Bisqs3JAEppg%3D%3D&nvMid=82457346062&catId=50004654,4167,15500
