,상품명,가격,리뷰,구매건수,찜하기,스마트스토어,쇼핑몰,배송비,용도,부위,중량,등급,링크,옵션,상품번호
92,[당일도축] 대구뭉티기 육사시미 한우육회 뭉텅이,14900,153.0,292.0,299,1,성수동클래식,3500,육회용,"우둔, 기타",200g,,https://cr.shopping.naver.com/adcr.nhn?x=82kKMqX379p%2F1U%2B7SGEaP%2F%2F%2F%2Fw%3D%3DsMxXIcJBR%2B9VGY6x1AAg9w8mDXBbH%2BJVXpeXEfsg0qtM2T%2B2I7vM1lywjaE2447yKE6l9IOJfcQ9B%2B9iDcXUDZ9yGaSr%2B0dRu37W7MMIB4NEaKnS7qDzT33%2Bj2nEMp8lHI%2B80l2nJgv%2B0%2FLO6e6jdbINevao6P3D9BfCPEfPuq9suzltAPBf%2FAgNqKrmX%2FMfqy7WsjvL6fGBruqRzbSMBoQdLXoybizBOVFY0bnGAXBvI1NmN7idLUqIggu5rJuUfzYciuGIpqJjrTmOrTYURDGfdU6OMHyYkACjIofHTgmtr6kdrp7BvT8OlwZ7P37YyZp%2FuhVWf5tMOyu5R2EADuzR1dJxm2Hk23Pp3gFw23oMRaxZ%2FmdE0rVYxkyMNM%2FNJAbWnbEXzrP9nTOtX6d%2FrCP6QVcKLDYyCPk9i0pQvLkSQ849ZhrCRvBx0nrXO0gvpjKwgU0lt%2B1DbeEJSL9qcUgP7YjoXluVDizqJk8qgUaRoXe68oOc0v0HnclGFFj1VyS5w%2BVYrpu7T%2Fi14hxkPc3eW0%2Bn1CcjQFzq0%2BxGUAOb5kA0TEcNJoQnlSNOVVavAuT3LHYsTijPOJ38PlOyCuoV9nE7V29UsJhWXRmGGEUOTEMydYqxorPm9%2FT1UGb6jW8wP9YibwsEeXBCZ2NxQkmhopkeKUdu5q4dSKA0zkoA%3D&nvMid=83718773113&catId=50004654,8. 뭉티기400g+육회400g (3-4인분) (+34100원),6174273536.0
93,[당일도축] 대구뭉티기 육사시미 한우육회 뭉텅이,14900,153.0,292.0,299,1,성수동클래식,3500,육회용,"우둔, 기타",200g,,https://cr.shopping.naver.com/adcr.nhn?x=82kKMqX379p%2F1U%2B7SGEaP%2F%2F%2F%2Fw%3D%3DsMxXIcJBR%2B9VGY6x1AAg9w8mDXBbH%2BJVXpeXEfsg0qtM2T%2B2I7vM1lywjaE2447yKE6l9IOJfcQ9B%2B9iDcXUDZ9yGaSr%2B0dRu37W7MMIB4NEaKnS7qDzT33%2Bj2nEMp8lHI%2B80l2nJgv%2B0%2FLO6e6jdbINevao6P3D9BfCPEfPuq9suzltAPBf%2FAgNqKrmX%2FMfqy7WsjvL6fGBruqRzbSMBoQdLXoybizBOVFY0bnGAXBvI1NmN7idLUqIggu5rJuUfzYciuGIpqJjrTmOrTYURDGfdU6OMHyYkACjIofHTgmtr6kdrp7BvT8OlwZ7P37YyZp%2FuhVWf5tMOyu5R2EADuzR1dJxm2Hk23Pp3gFw23oMRaxZ%2FmdE0rVYxkyMNM%2FNJAbWnbEXzrP9nTOtX6d%2FrCP6QVcKLDYyCPk9i0pQvLkSQ849ZhrCRvBx0nrXO0gvpjKwgU0lt%2B1DbeEJSL9qcUgP7YjoXluVDizqJk8qgUaRoXe68oOc0v0HnclGFFj1VyS5w%2BVYrpu7T%2Fi14hxkPc3eW0%2Bn1CcjQFzq0%2BxGUAOb5kA0TEcNJoQnlSNOVVavAuT3LHYsTijPOJ38PlOyCuoV9nE7V29UsJhWXRmGGEUOTEMydYqxorPm9%2FT1UGb6jW8wP9YibwsEeXBCZ2NxQkmhopkeKUdu5q4dSKA0zkoA%3D&nvMid=83718773113&catId=50004654,9. 뭉티기600g+육회600g (5-6인분) (+55000원),6174273536.0
94,[소잡는구선생]국내산 당일작업 냉장 육회/육사시미 300g 뭉티기 육회물회,9700,7757.0,5869.0,644,1,소잡는 구선생,3000,,,,,https://cr.shopping.naver.com/adcr.nhn?x=TZDHAS5UipTY%2B0Ah%2B5XbTP%2F%2F%2Fw%3D%3DsIq%2BG7%2B0LirYJTpy%2F%2F9FD4EFUyoSLyX%2B5PYth%2BW4Q%2FsK%2BujfgJbNMB2WWL70VDrkej9F9dL8bSEkAiKq%2FnE2AIUgAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rSNje9kuElmRT51y6yowCtaadRMqT7IyKedk2fQVJXoB9Y2xV8ssVquI4wqNMLVHDHrFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA5Zb30w8m2YIYJuWa0WyqVjZ%2BQJPbdO4B4OiJrAzANgvsCBvacBshbm7ZDG%2Ff8pkkvBz7%2BORHa%2BX777%2F5U82WuFXHU%2BrNkTdk5Ovwp%2B6GmCpEHLAo%2BZH835kvP5XWEmkEeVKU3tI7LyqXaissXWowFumXDmIOOB6kamF9uF35YumPYYaxYsGWxrFzmNCSUxfR7gy78Z9Awpom6TB3ZdM0TUb0iMV2pJvbp6I2DJ%2FaeSgjB3sVE66OEZT9Ia3hh0TgvEsRmHcjIKzIWdGdZ%2B69pVjPhvA5QMGTlcWZCufNvdG0CRheknSHVnxn7UR7BrU%2B53HT8H3I0XNB9dXRAgjy2a3Tc00KF7McqDOXTDhNg5uVSmcoJ79lhmR8b6WbW8IRlMgRMcs3KzajSOCbGpFQmoObxjKwjPNnw0f0ocY1opkMTDPX%2FoUY9Rt%2BtcEFjGZg0k0YS3k5f1eFrlK8%2BMPg0rHRyPBWbUFRhWScTsgQynPg%3D%3D&nvMid=82457346062&catId=50004654,식감쫄깃 육회,4912822368.0
95,[소잡는구선생]국내산 당일작업 냉장 육회/육사시미 300g 뭉티기 육회물회,9700,7757.0,5869.0,644,1,소잡는 구선생,3000,,,,,https://cr.shopping.naver.com/adcr.nhn?x=TZDHAS5UipTY%2B0Ah%2B5XbTP%2F%2F%2Fw%3D%3DsIq%2BG7%2B0LirYJTpy%2F%2F9FD4EFUyoSLyX%2B5PYth%2BW4Q%2FsK%2BujfgJbNMB2WWL70VDrkej9F9dL8bSEkAiKq%2FnE2AIUgAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rSNje9kuElmRT51y6yowCtaadRMqT7IyKedk2fQVJXoB9Y2xV8ssVquI4wqNMLVHDHrFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA5Zb30w8m2YIYJuWa0WyqVjZ%2BQJPbdO4B4OiJrAzANgvsCBvacBshbm7ZDG%2Ff8pkkvBz7%2BORHa%2BX777%2F5U82WuFXHU%2BrNkTdk5Ovwp%2B6GmCpEHLAo%2BZH835kvP5XWEmkEeVKU3tI7LyqXaissXWowFumXDmIOOB6kamF9uF35YumPYYaxYsGWxrFzmNCSUxfR7gy78Z9Awpom6TB3ZdM0TUb0iMV2pJvbp6I2DJ%2FaeSgjB3sVE66OEZT9Ia3hh0TgvEsRmHcjIKzIWdGdZ%2B69pVjPhvA5QMGTlcWZCufNvdG0CRheknSHVnxn7UR7BrU%2B53HT8H3I0XNB9dXRAgjy2a3Tc00KF7McqDOXTDhNg5uVSmcoJ79lhmR8b6WbW8IRlMgRMcs3KzajSOCbGpFQmoObxjKwjPNnw0f0ocY1opkMTDPX%2FoUY9Rt%2BtcEFjGZg0k0YS3k5f1eFrlK8%2BMPg0rHRyPBWbUFRhWScTsgQynPg%3D%3D&nvMid=82457346062&catId=50004654,[프리미엄] 채끝 육회,4912822368.0
96,[소잡는구선생]국내산 당일작업 냉장 육회/육사시미 300g 뭉티기 육회물회,9700,7757.0,5869.0,644,1,소잡는 구선생,3000,,,,,https://cr.shopping.naver.com/adcr.nhn?x=TZDHAS5UipTY%2B0Ah%2B5XbTP%2F%2F%2Fw%3D%3DsIq%2BG7%2B0LirYJTpy%2F%2F9FD4EFUyoSLyX%2B5PYth%2BW4Q%2FsK%2BujfgJbNMB2WWL70VDrkej9F9dL8bSEkAiKq%2FnE2AIUgAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rSNje9kuElmRT51y6yowCtaadRMqT7IyKedk2fQVJXoB9Y2xV8ssVquI4wqNMLVHDHrFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA5Zb30w8m2YIYJuWa0WyqVjZ%2BQJPbdO4B4OiJrAzANgvsCBvacBshbm7ZDG%2Ff8pkkvBz7%2BORHa%2BX777%2F5U82WuFXHU%2BrNkTdk5Ovwp%2B6GmCpEHLAo%2BZH835kvP5XWEmkEeVKU3tI7LyqXaissXWowFumXDmIOOB6kamF9uF35YumPYYaxYsGWxrFzmNCSUxfR7gy78Z9Awpom6TB3ZdM0TUb0iMV2pJvbp6I2DJ%2FaeSgjB3sVE66OEZT9Ia3hh0TgvEsRmHcjIKzIWdGdZ%2B69pVjPhvA5QMGTlcWZCufNvdG0CRheknSHVnxn7UR7BrU%2B53HT8H3I0XNB9dXRAgjy2a3Tc00KF7McqDOXTDhNg5uVSmcoJ79lhmR8b6WbW8IRlMgRMcs3KzajSOCbGpFQmoObxjKwjPNnw0f0ocY1opkMTDPX%2FoUY9Rt%2BtcEFjGZg0k0YS3k5f1eFrlK8%2BMPg0rHRyPBWbUFRhWScTsgQynPg%3D%3D&nvMid=82457346062&catId=50004654,식감쫄깃 육사시미,4912822368.0
97,[소잡는구선생]국내산 당일작업 냉장 육회/육사시미 300g 뭉티기 육회물회,9700,7757.0,5869.0,644,1,소잡는 구선생,3000,,,,,https://cr.shopping.naver.com/adcr.nhn?x=TZDHAS5UipTY%2B0Ah%2B5XbTP%2F%2F%2Fw%3D%3DsIq%2BG7%2B0LirYJTpy%2F%2F9FD4EFUyoSLyX%2B5PYth%2BW4Q%2FsK%2BujfgJbNMB2WWL70VDrkej9F9dL8bSEkAiKq%2FnE2AIUgAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rSNje9kuElmRT51y6yowCtaadRMqT7IyKedk2fQVJXoB9Y2xV8ssVquI4wqNMLVHDHrFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA5Zb30w8m2YIYJuWa0WyqVjZ%2BQJPbdO4B4OiJrAzANgvsCBvacBshbm7ZDG%2Ff8pkkvBz7%2BORHa%2BX777%2F5U82WuFXHU%2BrNkTdk5Ovwp%2B6GmCpEHLAo%2BZH835kvP5XWEmkEeVKU3tI7LyqXaissXWowFumXDmIOOB6kamF9uF35YumPYYaxYsGWxrFzmNCSUxfR7gy78Z9Awpom6TB3ZdM0TUb0iMV2pJvbp6I2DJ%2FaeSgjB3sVE66OEZT9Ia3hh0TgvEsRmHcjIKzIWdGdZ%2B69pVjPhvA5QMGTlcWZCufNvdG0CRheknSHVnxn7UR7BrU%2B53HT8H3I0XNB9dXRAgjy2a3Tc00KF7McqDOXTDhNg5uVSmcoJ79lhmR8b6WbW8IRlMgRMcs3KzajSOCbGpFQmoObxjKwjPNnw0f0ocY1opkMTDPX%2FoUY9Rt%2BtcEFjGZg0k0YS3k5f1eFrlK8%2BMPg0rHRyPBWbUFRhWScTsgQynPg%3D%3D&nvMid=82457346062&catId=50004654,[프리미엄] 채끝 육사시미,4912822368.0
98,"대구 뭉티기, 당일 도축 한우 육사시미 육회 최고선도 250g / 600g",41000,32.0,8.0,1,1,식탁의정석,4000,,,,,https://cr.shopping.naver.com/adcr.nhn?x=%2BUJLXBIV4B9hA2HVqBRLuf%2F%2F%2Fw%3D%3DsUMe8vpTrrCpVy19Pt%2F800euUvEBpScWeQq8ov%2FJRRv02T%2B2I7vM1lywjaE2447yKsALf0I%2B%2B64kdsSZGYKQ%2FqtyGaSr%2B0dRu37W7MMIB4NEaKnS7qDzT33%2Bj2nEMp8lHI%2B80l2nJgv%2B0%2FLO6e6jdbINevao6P3D9BfCPEfPuq9suzltAPBf%2FAgNqKrmX%2FMfqy7WsjvL6fGBruqRzbSMBoQdLXoybizBOVFY0bnGAXBsNUOPrdphce20O5v%2FKfvFKRSgyCdS75jtWu7Ck87yxRWfdU6OMHyYkACjIofHTgmtr6kdrp7BvT8OlwZ7P37YyZp%2FuhVWf5tMOyu5R2EADu1eOc1TSPhphHi6GW4WueQE5sHTqqtVsiLSFmIWfuGUhC7DYGI6FUpLZJfbByb5mwk6mVg1rYAjvUvFtb6OcoAwyVnqAXVXyGwWXFoMrVX1d1kJs10dBmdStFDvbrb2NXvHfzsENn6V9sWTOs1qeB92Pb7im7lCDdfEOWE8%2BIyK2Y%2BTPLP2PYNc8D3nos2eRHu%2FFiTKbjPaCMiI3R8F3NMd3ltPp9QnI0Bc6tPsRlADmPIruLXL0k2vJsDOgsp5qP7k9yx2LE4ozzid%2FD5TsgrpmhNeq8ika0JAUoOLwR%2Bc%2BVXL7GEudtGcMtn7B34rwIBIdgAy%2FEpEbOwgBxMy66hdoaKZHilHbuauHUigNM5KA&nvMid=82272332314&catId=50004654,육사시미 250g (-20000원),4727810992.0
99,"대구 뭉티기, 당일 도축 한우 육사시미 육회 최고선도 250g / 600g",41000,32.0,8.0,1,1,식탁의정석,4000,,,,,https://cr.shopping.naver.com/adcr.nhn?x=%2BUJLXBIV4B9hA2HVqBRLuf%2F%2F%2Fw%3D%3DsUMe8vpTrrCpVy19Pt%2F800euUvEBpScWeQq8ov%2FJRRv02T%2B2I7vM1lywjaE2447yKsALf0I%2B%2B64kdsSZGYKQ%2FqtyGaSr%2B0dRu37W7MMIB4NEaKnS7qDzT33%2Bj2nEMp8lHI%2B80l2nJgv%2B0%2FLO6e6jdbINevao6P3D9BfCPEfPuq9suzltAPBf%2FAgNqKrmX%2FMfqy7WsjvL6fGBruqRzbSMBoQdLXoybizBOVFY0bnGAXBsNUOPrdphce20O5v%2FKfvFKRSgyCdS75jtWu7Ck87yxRWfdU6OMHyYkACjIofHTgmtr6kdrp7BvT8OlwZ7P37YyZp%2FuhVWf5tMOyu5R2EADu1eOc1TSPhphHi6GW4WueQE5sHTqqtVsiLSFmIWfuGUhC7DYGI6FUpLZJfbByb5mwk6mVg1rYAjvUvFtb6OcoAwyVnqAXVXyGwWXFoMrVX1d1kJs10dBmdStFDvbrb2NXvHfzsENn6V9sWTOs1qeB92Pb7im7lCDdfEOWE8%2BIyK2Y%2BTPLP2PYNc8D3nos2eRHu%2FFiTKbjPaCMiI3R8F3NMd3ltPp9QnI0Bc6tPsRlADmPIruLXL0k2vJsDOgsp5qP7k9yx2LE4ozzid%2FD5TsgrpmhNeq8ika0JAUoOLwR%2Bc%2BVXL7GEudtGcMtn7B34rwIBIdgAy%2FEpEbOwgBxMy66hdoaKZHilHbuauHUigNM5KA&nvMid=82272332314&catId=50004654,육사시미 600g,4727810992.0
100,[소근소근 육회]국내산 냉장 소고기 육회 300g + 육회소스2개,10900,44.0,,21,1,맛있는 이야기 소근소근,3300,육회용,기타,300g,,https://cr.shopping.naver.com/adcr.nhn?x=AL2%2BJZP9bXfqEfdRigy78v%2F%2F%2Fw%3D%3Dsl9Sl3QhnNMyA25JPvt7MrYr4kibbVCdvHNA2WPNjLxW%2BujfgJbNMB2WWL70VDrkecnlIRgdZHYzCa%2BOC8ARJukgAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rSNje9kuElmRT51y6yowCtaadRMqT7IyKedk2fQVJXoB9Y2xV8ssVquI4wqNMLVHDHrFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA4rg1bTs8JmalGTzJD%2Fi1UQvCAdA3VZQWW1s9V47rp6HcCBvacBshbm7ZDG%2Ff8pkkvBz7%2BORHa%2BX777%2F5U82WuFJ77Bae5auL6t2KVpgkjqwNgmTFKOFyt1qbTHzZWh7%2BgrRXoRQMy7J%2F%2BFhnA312TKWQ5Jgg4we5RrHPCpWRq7uTsza605iWOnULvH4p9pYDVKFPXNjM%2BPELmLG1j0XiUMKaUBHeUOh8tntBqJi1tGt6qwX1Qd7bPj%2BXsLJvsRElxUS3UBvoJlImzjhSN92SPln%2BAayrYHYatRYyXkihvLPUaA06KgCjG08uJ6aQzTiDqEpGLvn%2B4LwCFF3s3pHzcyYemOm871iEqSrTEqj6Jafeh3ahD31VewCeac6IHyC71AgTUODgxaDRbxz98X%2FvkI0ztiYHFXGSf8rUzYzH4DRC7pPlLb4rXoNci1iYGvyXQGruH08DlKshetxY8KUEZb&nvMid=83641822086&catId=50004654,없음,6097322598.0
101,미트럽 한우 암소 생고기 육회세트 1+1 (200g 2개+소스40g 2개) 캠핑용 소고기,24900,55.0,,37,1,미트럽,3500,육회용,"설도, 기타",200g,,https://cr.shopping.naver.com/adcr.nhn?x=d4%2BDUNhUkCYyQXY6xouCaf%2F%2F%2Fw%3D%3DsaBIXXzlLUro2RqCMhJdKE%2FMrjJsnM3TRPKImnq45Bgw2T%2B2I7vM1lywjaE2447yKJIfwqb6ZQTdh4De54Y1U%2BdyGaSr%2B0dRu37W7MMIB4NEaKnS7qDzT33%2Bj2nEMp8lHI%2B80l2nJgv%2B0%2FLO6e6jdbINevao6P3D9BfCPEfPuq9suzltAPBf%2FAgNqKrmX%2FMfqy7WsjvL6fGBruqRzbSMBoQdLXoybizBOVFY0bnGAXBv0xn6Tc%2B7D1oFwhW%2BkbXhO1uTR1qynFPDUVLD03cptL2fdU6OMHyYkACjIofHTgmtr6kdrp7BvT8OlwZ7P37YyZp%2FuhVWf5tMOyu5R2EADu9eIhuZn5zVRzWXIZMJLrAYsTFlH1HY4yTUt%2FDQt1tS8AbWnbEXzrP9nTOtX6d%2FrCMymq8IG6l%2FDUdb1Xl5xOZEJ%2Bc8%2BjS53HeyFCo2l403u8TSx3RK333rVk4VzL9XwY8HLHSRhJ3%2BCezgSvelWfIWwAsFNWuHVTLXfBIHglY2i5ugTw0PFPCYab6YhXrZta23qH2i18t%2Fis9D8ZlA47B3KejNmxL5tIONPJHTsQRPYPGMmsgNj3aJADSPU2EB%2BmRVLcU1RxvuA2yHHo6xztHrmELFO07QEQYUyi%2Bk709RTaJ1%2BRyefULDWxi8BHLYCE03Fa%2Bn3dwfjiCyX%2FZcaigYBYkMFaN1qlL%2Bnrtepft%2F%2Fy1Vhq%2FH77x9Zlr1IFzyuow%3D%3D&nvMid=83576443261&catId=50004654,육회200g 2개+고추장소스2개,6031943773.0
102,미트럽 한우 암소 생고기 육회세트 1+1 (200g 2개+소스40g 2개) 캠핑용 소고기,24900,55.0,,37,1,미트럽,3500,육회용,"설도, 기타",200g,,https://cr.shopping.naver.com/adcr.nhn?x=d4%2BDUNhUkCYyQXY6xouCaf%2F%2F%2Fw%3D%3DsaBIXXzlLUro2RqCMhJdKE%2FMrjJsnM3TRPKImnq45Bgw2T%2B2I7vM1lywjaE2447yKJIfwqb6ZQTdh4De54Y1U%2BdyGaSr%2B0dRu37W7MMIB4NEaKnS7qDzT33%2Bj2nEMp8lHI%2B80l2nJgv%2B0%2FLO6e6jdbINevao6P3D9BfCPEfPuq9suzltAPBf%2FAgNqKrmX%2FMfqy7WsjvL6fGBruqRzbSMBoQdLXoybizBOVFY0bnGAXBv0xn6Tc%2B7D1oFwhW%2BkbXhO1uTR1qynFPDUVLD03cptL2fdU6OMHyYkACjIofHTgmtr6kdrp7BvT8OlwZ7P37YyZp%2FuhVWf5tMOyu5R2EADu9eIhuZn5zVRzWXIZMJLrAYsTFlH1HY4yTUt%2FDQt1tS8AbWnbEXzrP9nTOtX6d%2FrCMymq8IG6l%2FDUdb1Xl5xOZEJ%2Bc8%2BjS53HeyFCo2l403u8TSx3RK333rVk4VzL9XwY8HLHSRhJ3%2BCezgSvelWfIWwAsFNWuHVTLXfBIHglY2i5ugTw0PFPCYab6YhXrZta23qH2i18t%2Fis9D8ZlA47B3KejNmxL5tIONPJHTsQRPYPGMmsgNj3aJADSPU2EB%2BmRVLcU1RxvuA2yHHo6xztHrmELFO07QEQYUyi%2Bk709RTaJ1%2BRyefULDWxi8BHLYCE03Fa%2Bn3dwfjiCyX%2FZcaigYBYkMFaN1qlL%2Bnrtepft%2F%2Fy1Vhq%2FH77x9Zlr1IFzyuow%3D%3D&nvMid=83576443261&catId=50004654,육회200g 2개+비밀소스1개+고추장소스1개,6031943773.0
103,미트럽 한우 암소 생고기 육회세트 1+1 (200g 2개+소스40g 2개) 캠핑용 소고기,24900,55.0,,37,1,미트럽,3500,육회용,"설도, 기타",200g,,https://cr.shopping.naver.com/adcr.nhn?x=d4%2BDUNhUkCYyQXY6xouCaf%2F%2F%2Fw%3D%3DsaBIXXzlLUro2RqCMhJdKE%2FMrjJsnM3TRPKImnq45Bgw2T%2B2I7vM1lywjaE2447yKJIfwqb6ZQTdh4De54Y1U%2BdyGaSr%2B0dRu37W7MMIB4NEaKnS7qDzT33%2Bj2nEMp8lHI%2B80l2nJgv%2B0%2FLO6e6jdbINevao6P3D9BfCPEfPuq9suzltAPBf%2FAgNqKrmX%2FMfqy7WsjvL6fGBruqRzbSMBoQdLXoybizBOVFY0bnGAXBv0xn6Tc%2B7D1oFwhW%2BkbXhO1uTR1qynFPDUVLD03cptL2fdU6OMHyYkACjIofHTgmtr6kdrp7BvT8OlwZ7P37YyZp%2FuhVWf5tMOyu5R2EADu9eIhuZn5zVRzWXIZMJLrAYsTFlH1HY4yTUt%2FDQt1tS8AbWnbEXzrP9nTOtX6d%2FrCMymq8IG6l%2FDUdb1Xl5xOZEJ%2Bc8%2BjS53HeyFCo2l403u8TSx3RK333rVk4VzL9XwY8HLHSRhJ3%2BCezgSvelWfIWwAsFNWuHVTLXfBIHglY2i5ugTw0PFPCYab6YhXrZta23qH2i18t%2Fis9D8ZlA47B3KejNmxL5tIONPJHTsQRPYPGMmsgNj3aJADSPU2EB%2BmRVLcU1RxvuA2yHHo6xztHrmELFO07QEQYUyi%2Bk709RTaJ1%2BRyefULDWxi8BHLYCE03Fa%2Bn3dwfjiCyX%2FZcaigYBYkMFaN1qlL%2Bnrtepft%2F%2Fy1Vhq%2FH77x9Zlr1IFzyuow%3D%3D&nvMid=83576443261&catId=50004654,육회200g 2개+비밀소스2개,6031943773.0
104,당일도축 한우 육회 뭉티기 육사시미 양념장 무료제공 대구 명물 오드레기,15900,1701.0,870.0,558,1,백년밥상,3500,"육회용, 구이용",,150g,,https://cr.shopping.naver.com/adcr.nhn?x=VW9tlqXhW8MJ02yk6ym%2FmP%2F%2F%2Fw%3D%3DsC4q00%2FKycUfP2RL3FAOct5vsIJXGN0DftIi0MU5KZFG%2BujfgJbNMB2WWL70VDrketPaEgLaY32AUnC6fTNP9wEgAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rSNje9kuElmRT51y6yowCtaadRMqT7IyKedk2fQVJXoB9Y2xV8ssVquI4wqNMLVHDHrFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA50ZtWZ9883YRJuVleacqPWtjd%2BLFY%2FZnrnnrs5IR8zLsCBvacBshbm7ZDG%2Ff8pkkvBz7%2BORHa%2BX777%2F5U82WuFyztzjNAekfjhGYS%2FeS%2BjIkBsXcL1OpuKIp20dQV0i%2FNpcQ9JNInFJ3gONrE6ztrcUlXiTpX1rLG%2BlrICSdM0jSIQBkBsCJKcaRDrmBTJ3JQx%2FxfE9kxF4vho%2FRLSQFh3i1sOY6gzb9q2RvWPt0%2FP6IsSneXe7OFGeKgNbTccB0dir8Q%2BtwtTPTYkNT9vDgZQhNzXUk4m4ztNe2egzSjwgazlu5Uhqhi4gHEJ76XkT45bHuDiRbQs8ePxtt%2B7uQKnx6Ekgvl7U4OUsl%2BDkSsPa5j94UFBDb4K0l5sXr3GCTg9XM9OvGyUcg%2BzMP9Vh77%2BLrzec7VD2PLJeifrKsPVn10LVgjho%2Bic%2FBQxQq42yIwvIflPIJ1GkdJxuhVM9rqbDhLBwu%2FFQS5xWYf5w6G3jQ%3D%3D&nvMid=82603493805&catId=50004654,한우 생고기(뭉티기) 120g-양념장포함,5058972428.0
105,당일도축 한우 육회 뭉티기 육사시미 양념장 무료제공 대구 명물 오드레기,15900,1701.0,870.0,558,1,백년밥상,3500,"육회용, 구이용",,150g,,https://cr.shopping.naver.com/adcr.nhn?x=VW9tlqXhW8MJ02yk6ym%2FmP%2F%2F%2Fw%3D%3DsC4q00%2FKycUfP2RL3FAOct5vsIJXGN0DftIi0MU5KZFG%2BujfgJbNMB2WWL70VDrketPaEgLaY32AUnC6fTNP9wEgAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rSNje9kuElmRT51y6yowCtaadRMqT7IyKedk2fQVJXoB9Y2xV8ssVquI4wqNMLVHDHrFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA50ZtWZ9883YRJuVleacqPWtjd%2BLFY%2FZnrnnrs5IR8zLsCBvacBshbm7ZDG%2Ff8pkkvBz7%2BORHa%2BX777%2F5U82WuFyztzjNAekfjhGYS%2FeS%2BjIkBsXcL1OpuKIp20dQV0i%2FNpcQ9JNInFJ3gONrE6ztrcUlXiTpX1rLG%2BlrICSdM0jSIQBkBsCJKcaRDrmBTJ3JQx%2FxfE9kxF4vho%2FRLSQFh3i1sOY6gzb9q2RvWPt0%2FP6IsSneXe7OFGeKgNbTccB0dir8Q%2BtwtTPTYkNT9vDgZQhNzXUk4m4ztNe2egzSjwgazlu5Uhqhi4gHEJ76XkT45bHuDiRbQs8ePxtt%2B7uQKnx6Ekgvl7U4OUsl%2BDkSsPa5j94UFBDb4K0l5sXr3GCTg9XM9OvGyUcg%2BzMP9Vh77%2BLrzec7VD2PLJeifrKsPVn10LVgjho%2Bic%2FBQxQq42yIwvIflPIJ1GkdJxuhVM9rqbDhLBwu%2FFQS5xWYf5w6G3jQ%3D%3D&nvMid=82603493805&catId=50004654,한우 생고기(뭉티기) 240g-양념장포함 (+13900원),5058972428.0
106,당일도축 한우 육회 뭉티기 육사시미 양념장 무료제공 대구 명물 오드레기,15900,1701.0,870.0,558,1,백년밥상,3500,"육회용, 구이용",,150g,,https://cr.shopping.naver.com/adcr.nhn?x=VW9tlqXhW8MJ02yk6ym%2FmP%2F%2F%2Fw%3D%3DsC4q00%2FKycUfP2RL3FAOct5vsIJXGN0DftIi0MU5KZFG%2BujfgJbNMB2WWL70VDrketPaEgLaY32AUnC6fTNP9wEgAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rSNje9kuElmRT51y6yowCtaadRMqT7IyKedk2fQVJXoB9Y2xV8ssVquI4wqNMLVHDHrFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA50ZtWZ9883YRJuVleacqPWtjd%2BLFY%2FZnrnnrs5IR8zLsCBvacBshbm7ZDG%2Ff8pkkvBz7%2BORHa%2BX777%2F5U82WuFyztzjNAekfjhGYS%2FeS%2BjIkBsXcL1OpuKIp20dQV0i%2FNpcQ9JNInFJ3gONrE6ztrcUlXiTpX1rLG%2BlrICSdM0jSIQBkBsCJKcaRDrmBTJ3JQx%2FxfE9kxF4vho%2FRLSQFh3i1sOY6gzb9q2RvWPt0%2FP6IsSneXe7OFGeKgNbTccB0dir8Q%2BtwtTPTYkNT9vDgZQhNzXUk4m4ztNe2egzSjwgazlu5Uhqhi4gHEJ76XkT45bHuDiRbQs8ePxtt%2B7uQKnx6Ekgvl7U4OUsl%2BDkSsPa5j94UFBDb4K0l5sXr3GCTg9XM9OvGyUcg%2BzMP9Vh77%2BLrzec7VD2PLJeifrKsPVn10LVgjho%2Bic%2FBQxQq42yIwvIflPIJ1GkdJxuhVM9rqbDhLBwu%2FFQS5xWYf5w6G3jQ%3D%3D&nvMid=82603493805&catId=50004654,한우 육회 120g-양념장포함,5058972428.0
