,상품명,가격,리뷰,구매건수,찜하기,스마트스토어,쇼핑몰,배송비,용도,부위,중량,등급,링크,옵션,상품번호
345,대구 뭉티기 소고기 국거리 초기이유식 육회고기,22800,2.0,2.0,1,1,워커하이브,0,"국거리용, 육회용, 불고기용","우둔, 설도, 기타",국거리300g+다짐육300gg,1등급,https://cr.shopping.naver.com/adcr.nhn?x=h%2FirIU8lbAVU53LAxzhLFf%2F%2F%2Fw%3D%3DsP1OrAll%2Bn6WKFlps03%2FuCTXmXWP7zPT88pTJiZKZ%2BqUmYHVAePfhYk307zcXaFxDxXKZw3abOwwc4wKwtJ2%2Fmsi30QtKP1mA7BYZPpxeJLceHZ5T6o%2FKOxB%2BF2EdwDbSz7eZvkFZUDFdbessp7bpeOkB%2BEad0EQD0B4fEu7A%2BIUKx3FAPvXS2zl3wGmP4uA3hNAWEw0JCsb7LJXBJqKWV9015zgK%2BP5r4ZCysDfiDpXFJv9xlmrMplNgVwlwIisXE4rpO2zVW4LQTscduTEKWauKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJC7oylicKGobOAz4yM9oNZZhe9HrKE1wrQWCl0ApWUZLHvY%2FUzN94OzIr5wG3PfiAAGUb0g3wBzwwYsYC0g5ifUI6ZLP6elBGFwBTusj15vXbQoVdiUM9UwL7nV39e5VR6mcV%2Ftk8%2FlTcGzKBTYO9TsxMyIMyE2BbsIfqs1leAeKJ9qyI%2B5MmwfnnWHQtvZTypTn8nFhnEBqFyH7inGahpBqkOIh8OGgEUg%2Bf%2BMOPDIkAbwegrtqeBxslBNE4iIP0RAyNkN8D35mR3Z8UdYWsLTYkTcgEjGYQnKMJuQJfLPB2JlRciDIlmNIooiWX1hu0kSRZMbCtrqmmfLmCRXtPxEHQIiXcF4qwUXZ2sX76wW8%3D&nvMid=84487681112&catId=50004654,한우육회,6943180790.0
346,한우 치마살 400g 특수부위 사시미 구이용 육회전문 원데이축산,39000,56.0,14.0,21,1,원데이축산,0,"구이용, 육회용",기타,400g,,https://cr.shopping.naver.com/adcr.nhn?x=dyMw55yKUCAmBrEBDKao5%2F%2F%2F%2Fw%3D%3DsRwowJx21rGXrr3eu0Zfp0S4JcHl38Hcx0GjfERPlvSq%2BujfgJbNMB2WWL70VDrke81njVEyj4viRK0WGGTztcEgAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rSFbex64OWlEPDLgFjlwLUQton%2BbGltk%2FZAN1WYhXfPuG0%2BJOIx%2F5XWJwE1lG3vfjXrFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA5kTteIjmhSaJ35ikqcvN3YhUHMsyASFZoHfVRuBXjZp8CBvacBshbm7ZDG%2Ff8pkkvBz7%2BORHa%2BX777%2F5U82WuFDUHVss68%2F%2BP6JV7OwEL%2Bjq39zczM%2BdYrH7IbOxr%2BdIRvZ5%2F6tLezybX79T3Juahzi3gTAJviB3Qz%2BO58lTu%2B3Svoya6pCUgiKNi0XHF3XWSKAYF6YRO740r1RR5raPfr8Kp21em6fkDGCs5B7zt%2FY4LbwR9MrIvFSG%2FRHCWmt9Cx4%2FYH331tT%2FTQh3xfDGI%2FwSvnF64ehXuMy9zyE2OG9t32Hy5a4X46l3PA4Jbb%2FMOm999oQDpAE1kOWRjIjb5fBNvXjUca%2FYMJI5hosE4ZEA%2FtRs2MgkAFbAzurpTEm5anXuPHUNFKstUq9Ik5kIIF0N1RLVaYKv0OEGMAWbKa7x2kPjg9887NfxVJstjKEMmFbDf4gHI5rSMJU1BWcIOg&nvMid=82126213919&catId=50004654,구이용,4581693765.0
347,한우 치마살 400g 특수부위 사시미 구이용 육회전문 원데이축산,39000,56.0,14.0,21,1,원데이축산,0,"구이용, 육회용",기타,400g,,https://cr.shopping.naver.com/adcr.nhn?x=dyMw55yKUCAmBrEBDKao5%2F%2F%2F%2Fw%3D%3DsRwowJx21rGXrr3eu0Zfp0S4JcHl38Hcx0GjfERPlvSq%2BujfgJbNMB2WWL70VDrke81njVEyj4viRK0WGGTztcEgAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rSFbex64OWlEPDLgFjlwLUQton%2BbGltk%2FZAN1WYhXfPuG0%2BJOIx%2F5XWJwE1lG3vfjXrFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA5kTteIjmhSaJ35ikqcvN3YhUHMsyASFZoHfVRuBXjZp8CBvacBshbm7ZDG%2Ff8pkkvBz7%2BORHa%2BX777%2F5U82WuFDUHVss68%2F%2BP6JV7OwEL%2Bjq39zczM%2BdYrH7IbOxr%2BdIRvZ5%2F6tLezybX79T3Juahzi3gTAJviB3Qz%2BO58lTu%2B3Svoya6pCUgiKNi0XHF3XWSKAYF6YRO740r1RR5raPfr8Kp21em6fkDGCs5B7zt%2FY4LbwR9MrIvFSG%2FRHCWmt9Cx4%2FYH331tT%2FTQh3xfDGI%2FwSvnF64ehXuMy9zyE2OG9t32Hy5a4X46l3PA4Jbb%2FMOm999oQDpAE1kOWRjIjb5fBNvXjUca%2FYMJI5hosE4ZEA%2FtRs2MgkAFbAzurpTEm5anXuPHUNFKstUq9Ik5kIIF0N1RLVaYKv0OEGMAWbKa7x2kPjg9887NfxVJstjKEMmFbDf4gHI5rSMJU1BWcIOg&nvMid=82126213919&catId=50004654,사시미 or 육회,4581693765.0
348,한우 육회 고기 소고기 우둔살 당일손질 육회용소고기 택배 배달 배송 200g,28000,52.0,42.0,17,1,물천한우,4000,육회용,우둔,200g,,https://cr.shopping.naver.com/adcr.nhn?x=qsV90K6yV4daKhtoQgdXHP%2F%2F%2Fw%3D%3DsjpcGH%2Fmo8Mh5688Gg8tuCcUPH1gNHE6jvVzMa2De1PG%2BujfgJbNMB2WWL70VDrkenyzR0%2BL%2BARnMsbLMNNJeFEgAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rSFbex64OWlEPDLgFjlwLUQton%2BbGltk%2FZAN1WYhXfPuG0%2BJOIx%2F5XWJwE1lG3vfjXrFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA6BLc%2F5yAtRZiYpJc5HNvc6HKTVqdwA7yDYwAGkBHU5RcCBvacBshbm7ZDG%2Ff8pkkvBz7%2BORHa%2BX777%2F5U82WuFJ77Bae5auL6t2KVpgkjqwHqpCaCL0v2awLHkNiNZg3C5NrPl%2B0Rq7U6aoM955y8DmXDmIOOB6kamF9uF35YumB3DU7fFnHkFZWCMSKmOJh%2FWVwGlh1vSLVzNx3mInn93%2FAzJKT90CYUoQDB%2FkSp8QaOX%2Bshjj7uIoPACk6AQseXVs9dRUZYg5g3lhBEGbHPdrColGlEXQMoqEjBoOroso7g20mkj0gl8ukiZAW9qLoTxzSJ%2Ff00GvrWq4onF8hrb9U2Qm40q4j63uT9xSwCdLKTTIaI1CmHmj4U10Qp5cqwP7UbNjIJABWwM7q6UxJuWTxkDelYkgkqgmiIy8fA0MKUQ2%2BOjR3GWWyMpthD4j5FXutN02zsPZwYgWUdP4bmJhWw3%2BIByOa0jCVNQVnCDoA%3D%3D&nvMid=82951468142&catId=50004654,없음,5406974462.0
349,[성강한우] 육회 반반 세트 (1등급 한우육회 250g+비법소스40g)x2팩,31090,6.0,,1,0,11번가,0,,,,,https://cr.shopping.naver.com/adcr.nhn?x=pzK8PftSwzhA0In%2BAUZKIf%2F%2F%2Fw%3D%3Dsi6XMJJng3lh9oTOxrykwK9eXPkl5V8ZrSYS0Muki0hW%2BujfgJbNMB2WWL70VDrkeRQ%2B0g2bl%2BIsWtb8ESn23fEgAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rSFbex64OWlEPDLgFjlwLUQton%2BbGltk%2FZAN1WYhXfPuG0%2BJOIx%2F5XWJwE1lG3vfjXT8%2FzZHoIk0lN37lsbvmBSrbwU3Q6%2FjFe1Gs3ei7zsOyK7BH4kPl28YeuXPIkcJdR6w44B6ik63C%2FOfADSO0vR1rJcjAPzw3%2Fj8VlV1RkEJ96yHjIJqvbRR6cWzgmrPdfi7Pd6QdboauwA%2FzeLctiJD9rXyqENDUD8omnd%2BAEOivf3Vb8LXDlJWzaxi1N0VJ6f4M9g5W0b2o3jkE6lYbRGftiwiGyg4B%2BYIuJGNDWbbYLsNgYjoVSktkl9sHJvmbCEiosK1f7siJW4lWFdsZMvHr8SR03dS3vENUenZEzkSZZn8iVg%2BNacpyMGCzI5RAel4%2B3Zs7e9%2B88IL%2FvRRNJuNCnWzNKX8mhvIfjsodlGOqH5na9IZWX%2B8RbCLY5kv0SSYGx5%2FW42pSYFF6FONYvNCgEAMD6tBMPnRRk9ZKz9WJiQND2JCa%2BbyqYf05pIFsHxITSG%2BJ7YgXfwpBv%2FM%2BAYlq5BtWFqi%2BL8gedEb9KJTfSoqMK3jp9wUPOfXXmcXSLhz3mv5JprsH4IVIoZL3RQwau4fTwOUqyF63FjwpQRls%3D&nvMid=30244228414&catId=50004654,없음,
350,한우 특상 투쁠 no9 육회 육사시미 등 5종 모음,10600,8.0,27.0,4,1,DANASEE,3000,,,,,https://cr.shopping.naver.com/adcr.nhn?x=cb4UpHtLRTFhRM92nuFQWP%2F%2F%2Fw%3D%3DsOjKW%2FArTUPRXfJ5ChENfj3khvfriYgkm9KSr0lz05iM2T%2B2I7vM1lywjaE2447yKzq1gnkPNc52kmXtyADij%2B9yGaSr%2B0dRu37W7MMIB4NEaKnS7qDzT33%2Bj2nEMp8lHYzXlFYI36nhwgeiiHmhF1YWFMYT2dSPzwvkoA8dpkSBQr%2BuWJ1%2FdKF2Q1TpKiavzy7WsjvL6fGBruqRzbSMBoQdLXoybizBOVFY0bnGAXBscl0buAeXrgN2jP4VTP7qI%2Fkmz1JlE9N%2F9IuHCx3Cf8WfdU6OMHyYkACjIofHTgmtr6kdrp7BvT8OlwZ7P37YyZp%2FuhVWf5tMOyu5R2EADu6Llu3P5NxJdYZ954Ojyr8P%2BMfOPvuC%2BTlJNpAa%2B9QKmC7DYGI6FUpLZJfbByb5mwnRtLfHw%2BjSZTP9B%2FMQjmAhNCj%2FTcbC3BYfoj0I6BK0oNjwK0KJelrT6p8NZN6c70UvP31yPINptlq1UX4D6dhzoZZ8Lq6MJ6f%2F6LoKAWKeBQH0eCWQbNBoqsehPcTMvVcPwBS6yptQziEkYtytA%2B0LZL0y08Aw6%2BZd9LSHQuG%2FgmsDFDbDhIxGujBrRVZIbG4EJE0vwlxCZlkYgJvPHpFrsnlGu6b1VHPnpCPkpt%2Fm7kxblWFxRLQTN4%2BTBGUY1pEHQIiXcF4qwUXZ2sX76wW8%3D&nvMid=84085604113&catId=50004654,한우육회 200g (+2700원),6541103780.0
351,한우 특상 투쁠 no9 육회 육사시미 등 5종 모음,10600,8.0,27.0,4,1,DANASEE,3000,,,,,https://cr.shopping.naver.com/adcr.nhn?x=cb4UpHtLRTFhRM92nuFQWP%2F%2F%2Fw%3D%3DsOjKW%2FArTUPRXfJ5ChENfj3khvfriYgkm9KSr0lz05iM2T%2B2I7vM1lywjaE2447yKzq1gnkPNc52kmXtyADij%2B9yGaSr%2B0dRu37W7MMIB4NEaKnS7qDzT33%2Bj2nEMp8lHYzXlFYI36nhwgeiiHmhF1YWFMYT2dSPzwvkoA8dpkSBQr%2BuWJ1%2FdKF2Q1TpKiavzy7WsjvL6fGBruqRzbSMBoQdLXoybizBOVFY0bnGAXBscl0buAeXrgN2jP4VTP7qI%2Fkmz1JlE9N%2F9IuHCx3Cf8WfdU6OMHyYkACjIofHTgmtr6kdrp7BvT8OlwZ7P37YyZp%2FuhVWf5tMOyu5R2EADu6Llu3P5NxJdYZ954Ojyr8P%2BMfOPvuC%2BTlJNpAa%2B9QKmC7DYGI6FUpLZJfbByb5mwnRtLfHw%2BjSZTP9B%2FMQjmAhNCj%2FTcbC3BYfoj0I6BK0oNjwK0KJelrT6p8NZN6c70UvP31yPINptlq1UX4D6dhzoZZ8Lq6MJ6f%2F6LoKAWKeBQH0eCWQbNBoqsehPcTMvVcPwBS6yptQziEkYtytA%2B0LZL0y08Aw6%2BZd9LSHQuG%2FgmsDFDbDhIxGujBrRVZIbG4EJE0vwlxCZlkYgJvPHpFrsnlGu6b1VHPnpCPkpt%2Fm7kxblWFxRLQTN4%2BTBGUY1pEHQIiXcF4qwUXZ2sX76wW8%3D&nvMid=84085604113&catId=50004654,한우육사시미 200g (+2700원),6541103780.0
352,한우 특상 투쁠 no9 육회 육사시미 등 5종 모음,10600,8.0,27.0,4,1,DANASEE,3000,,,,,https://cr.shopping.naver.com/adcr.nhn?x=cb4UpHtLRTFhRM92nuFQWP%2F%2F%2Fw%3D%3DsOjKW%2FArTUPRXfJ5ChENfj3khvfriYgkm9KSr0lz05iM2T%2B2I7vM1lywjaE2447yKzq1gnkPNc52kmXtyADij%2B9yGaSr%2B0dRu37W7MMIB4NEaKnS7qDzT33%2Bj2nEMp8lHYzXlFYI36nhwgeiiHmhF1YWFMYT2dSPzwvkoA8dpkSBQr%2BuWJ1%2FdKF2Q1TpKiavzy7WsjvL6fGBruqRzbSMBoQdLXoybizBOVFY0bnGAXBscl0buAeXrgN2jP4VTP7qI%2Fkmz1JlE9N%2F9IuHCx3Cf8WfdU6OMHyYkACjIofHTgmtr6kdrp7BvT8OlwZ7P37YyZp%2FuhVWf5tMOyu5R2EADu6Llu3P5NxJdYZ954Ojyr8P%2BMfOPvuC%2BTlJNpAa%2B9QKmC7DYGI6FUpLZJfbByb5mwnRtLfHw%2BjSZTP9B%2FMQjmAhNCj%2FTcbC3BYfoj0I6BK0oNjwK0KJelrT6p8NZN6c70UvP31yPINptlq1UX4D6dhzoZZ8Lq6MJ6f%2F6LoKAWKeBQH0eCWQbNBoqsehPcTMvVcPwBS6yptQziEkYtytA%2B0LZL0y08Aw6%2BZd9LSHQuG%2FgmsDFDbDhIxGujBrRVZIbG4EJE0vwlxCZlkYgJvPHpFrsnlGu6b1VHPnpCPkpt%2Fm7kxblWFxRLQTN4%2BTBGUY1pEHQIiXcF4qwUXZ2sX76wW8%3D&nvMid=84085604113&catId=50004654,한우사태 200g,6541103780.0
353,한우 특상 투쁠 no9 육회 육사시미 등 5종 모음,10600,8.0,27.0,4,1,DANASEE,3000,,,,,https://cr.shopping.naver.com/adcr.nhn?x=cb4UpHtLRTFhRM92nuFQWP%2F%2F%2Fw%3D%3DsOjKW%2FArTUPRXfJ5ChENfj3khvfriYgkm9KSr0lz05iM2T%2B2I7vM1lywjaE2447yKzq1gnkPNc52kmXtyADij%2B9yGaSr%2B0dRu37W7MMIB4NEaKnS7qDzT33%2Bj2nEMp8lHYzXlFYI36nhwgeiiHmhF1YWFMYT2dSPzwvkoA8dpkSBQr%2BuWJ1%2FdKF2Q1TpKiavzy7WsjvL6fGBruqRzbSMBoQdLXoybizBOVFY0bnGAXBscl0buAeXrgN2jP4VTP7qI%2Fkmz1JlE9N%2F9IuHCx3Cf8WfdU6OMHyYkACjIofHTgmtr6kdrp7BvT8OlwZ7P37YyZp%2FuhVWf5tMOyu5R2EADu6Llu3P5NxJdYZ954Ojyr8P%2BMfOPvuC%2BTlJNpAa%2B9QKmC7DYGI6FUpLZJfbByb5mwnRtLfHw%2BjSZTP9B%2FMQjmAhNCj%2FTcbC3BYfoj0I6BK0oNjwK0KJelrT6p8NZN6c70UvP31yPINptlq1UX4D6dhzoZZ8Lq6MJ6f%2F6LoKAWKeBQH0eCWQbNBoqsehPcTMvVcPwBS6yptQziEkYtytA%2B0LZL0y08Aw6%2BZd9LSHQuG%2FgmsDFDbDhIxGujBrRVZIbG4EJE0vwlxCZlkYgJvPHpFrsnlGu6b1VHPnpCPkpt%2Fm7kxblWFxRLQTN4%2BTBGUY1pEHQIiXcF4qwUXZ2sX76wW8%3D&nvMid=84085604113&catId=50004654,한우불고기 200g,6541103780.0
354,한우 특상 투쁠 no9 육회 육사시미 등 5종 모음,10600,8.0,27.0,4,1,DANASEE,3000,,,,,https://cr.shopping.naver.com/adcr.nhn?x=cb4UpHtLRTFhRM92nuFQWP%2F%2F%2Fw%3D%3DsOjKW%2FArTUPRXfJ5ChENfj3khvfriYgkm9KSr0lz05iM2T%2B2I7vM1lywjaE2447yKzq1gnkPNc52kmXtyADij%2B9yGaSr%2B0dRu37W7MMIB4NEaKnS7qDzT33%2Bj2nEMp8lHYzXlFYI36nhwgeiiHmhF1YWFMYT2dSPzwvkoA8dpkSBQr%2BuWJ1%2FdKF2Q1TpKiavzy7WsjvL6fGBruqRzbSMBoQdLXoybizBOVFY0bnGAXBscl0buAeXrgN2jP4VTP7qI%2Fkmz1JlE9N%2F9IuHCx3Cf8WfdU6OMHyYkACjIofHTgmtr6kdrp7BvT8OlwZ7P37YyZp%2FuhVWf5tMOyu5R2EADu6Llu3P5NxJdYZ954Ojyr8P%2BMfOPvuC%2BTlJNpAa%2B9QKmC7DYGI6FUpLZJfbByb5mwnRtLfHw%2BjSZTP9B%2FMQjmAhNCj%2FTcbC3BYfoj0I6BK0oNjwK0KJelrT6p8NZN6c70UvP31yPINptlq1UX4D6dhzoZZ8Lq6MJ6f%2F6LoKAWKeBQH0eCWQbNBoqsehPcTMvVcPwBS6yptQziEkYtytA%2B0LZL0y08Aw6%2BZd9LSHQuG%2FgmsDFDbDhIxGujBrRVZIbG4EJE0vwlxCZlkYgJvPHpFrsnlGu6b1VHPnpCPkpt%2Fm7kxblWFxRLQTN4%2BTBGUY1pEHQIiXcF4qwUXZ2sX76wW8%3D&nvMid=84085604113&catId=50004654,한우국거리 200g,6541103780.0
355,"한우 설도, 우둔 육회 300g 인터넷정육점 온라인정육점 한우브랜드 육라운드 도매",12600,7.0,4.0,3,1,육라운드,2500,육회용,우둔,300g,,https://cr.shopping.naver.com/adcr.nhn?x=8aYXhmivhwStuBbXBT9aGf%2F%2F%2Fw%3D%3DsqYc5YSHRE50hPOb8lxLwCN4kMOuHKvi8SiFl1fnSr0W%2BujfgJbNMB2WWL70VDrke%2FQIfOzO%2F1ztGcGzP8E9F6EgAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rSFbex64OWlEPDLgFjlwLUQton%2BbGltk%2FZAN1WYhXfPuG0%2BJOIx%2F5XWJwE1lG3vfjXrFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA6GGbDyefgqPnSeVOHZcoppvWnpqDdCpDzlPoFIVpMGrsCBvacBshbm7ZDG%2Ff8pkkvBz7%2BORHa%2BX777%2F5U82WuFtw%2FxhWLOzVOefuiOYPXy7AGD1UgTM0zHpE5amrYRi68tMmRcpWGLT1Ydu8RIBzjPmXDmIOOB6kamF9uF35YumCVDd0tSR4Xm3GUJ4ckPYd7WVwGlh1vSLVzNx3mInn93B72x2SuiLt9LgijaNgY8fH2ZZnOEnaAk3aWBHTRW8erkr7OtrhsqRNZeIHygox3St7EEHJpJ4JlulCyfK71BynEsPr6hzN3RObqKf%2FgNeqALX5OKwr0%2F44Miwr478%2BWmsqpSGdlhYlfbU1vd4Um%2FhgQ8VhIofZAHDg%2F6yy%2Fg6CjlNPSbTMl93rYcnxy4lzzUWX4fBkQB%2Bz6rwnD4gkOE4mWezr5iia2NsFTFM9kiT3584IflG53j5Il0o2Th65uVb1NmOoRBMBsXNQGXzjfbC%2BFUQB%2FrDAzm2q1KHRsHkfE%3D&nvMid=82876375456&catId=50004654,일반 (도매가),5331882789.0
356,"한우 설도, 우둔 육회 300g 인터넷정육점 온라인정육점 한우브랜드 육라운드 도매",12600,7.0,4.0,3,1,육라운드,2500,육회용,우둔,300g,,https://cr.shopping.naver.com/adcr.nhn?x=8aYXhmivhwStuBbXBT9aGf%2F%2F%2Fw%3D%3DsqYc5YSHRE50hPOb8lxLwCN4kMOuHKvi8SiFl1fnSr0W%2BujfgJbNMB2WWL70VDrke%2FQIfOzO%2F1ztGcGzP8E9F6EgAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rSFbex64OWlEPDLgFjlwLUQton%2BbGltk%2FZAN1WYhXfPuG0%2BJOIx%2F5XWJwE1lG3vfjXrFRN%2BLM1yJAr78kyjmQeuVavFoQZioHQNBzgV6NBWA6GGbDyefgqPnSeVOHZcoppvWnpqDdCpDzlPoFIVpMGrsCBvacBshbm7ZDG%2Ff8pkkvBz7%2BORHa%2BX777%2F5U82WuFtw%2FxhWLOzVOefuiOYPXy7AGD1UgTM0zHpE5amrYRi68tMmRcpWGLT1Ydu8RIBzjPmXDmIOOB6kamF9uF35YumCVDd0tSR4Xm3GUJ4ckPYd7WVwGlh1vSLVzNx3mInn93B72x2SuiLt9LgijaNgY8fH2ZZnOEnaAk3aWBHTRW8erkr7OtrhsqRNZeIHygox3St7EEHJpJ4JlulCyfK71BynEsPr6hzN3RObqKf%2FgNeqALX5OKwr0%2F44Miwr478%2BWmsqpSGdlhYlfbU1vd4Um%2FhgQ8VhIofZAHDg%2F6yy%2Fg6CjlNPSbTMl93rYcnxy4lzzUWX4fBkQB%2Bz6rwnD4gkOE4mWezr5iia2NsFTFM9kiT3584IflG53j5Il0o2Th65uVb1NmOoRBMBsXNQGXzjfbC%2BFUQB%2FrDAzm2q1KHRsHkfE%3D&nvMid=82876375456&catId=50004654,무항생제 (+2700원),5331882789.0
357,한우 육우 도매 관공서 병원 식당 학교 납품 정육 국거리 불고기 업소용 육회 대용량,39500,,26.0,11,1,우마왕,3500,"불고기용, 국거리용, 구이용","앞다리, 사태, 양지, 우둔, 목심",1000g,1등급,https://cr.shopping.naver.com/adcr.nhn?x=FUp43IP2LR1ywFE1McQz%2Bf%2F%2F%2Fw%3D%3Ds6ZyBT3BFVzk8DDlFp69Aj1i8oeewUGJjiWGqT0EZHVGk5X2JRgAMpXMWke7HgHVjbw3XrTmX%2B1U65VrrzxjFwci30QtKP1mA7BYZPpxeJLceHZ5T6o%2FKOxB%2BF2EdwDbSz7eZvkFZUDFdbessp7bpeOkB%2BEad0EQD0B4fEu7A%2BIUKx3FAPvXS2zl3wGmP4uA3hNAWEw0JCsb7LJXBJqKWV9015zgK%2BP5r4ZCysDfiDpUDA2kr6vyIZHg3E1Meg5MyER%2BNwFe7r%2F8o2cq8WPI3A6uKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJbFgxF02Ef%2Ft%2BgRS%2BZ0XDCe1enh21YqXpAvWfF0IezNzHvY%2FUzN94OzIr5wG3PfiAsGSuHZDp%2B6JBYfwMzOUvpjHG8UrBkvBdz4Pd7xMO4G2S40WiySVeZEaD5f8PRVtt98QDQdmC2%2FdVt5DChfdXT7YOSHOO%2FJWEDmd8BA7KklZ19zjMhDUG39HGmMlNz9VQO%2BEkmhXSEYZ6bw88cu4l1q4jqp6vvpnKCwT8w4fHlHcqvwFXn9TMnV8j%2BnqGPSnIj4tLwcuApNKTsk8KgGXfOZsajFptWJS96fV%2BAquh5YcfDKiuZ0HmephVki5UyLaXTfynZ3kxDcanIZYD1NRSrBWTL5YX6CIsDjiGZ3SvAPGzt7aitzuZbHZt%2FyJyHVJG%2BGKPtJQykmRookhxlg1f7Qau4fTwOUqyF63FjwpQRls%3D&nvMid=84316524964&catId=50004654,1등급 한우 국거리 덩어리 1kg (+8500원),6772024642.0
358,한우 육우 도매 관공서 병원 식당 학교 납품 정육 국거리 불고기 업소용 육회 대용량,39500,,26.0,11,1,우마왕,3500,"불고기용, 국거리용, 구이용","앞다리, 사태, 양지, 우둔, 목심",1000g,1등급,https://cr.shopping.naver.com/adcr.nhn?x=FUp43IP2LR1ywFE1McQz%2Bf%2F%2F%2Fw%3D%3Ds6ZyBT3BFVzk8DDlFp69Aj1i8oeewUGJjiWGqT0EZHVGk5X2JRgAMpXMWke7HgHVjbw3XrTmX%2B1U65VrrzxjFwci30QtKP1mA7BYZPpxeJLceHZ5T6o%2FKOxB%2BF2EdwDbSz7eZvkFZUDFdbessp7bpeOkB%2BEad0EQD0B4fEu7A%2BIUKx3FAPvXS2zl3wGmP4uA3hNAWEw0JCsb7LJXBJqKWV9015zgK%2BP5r4ZCysDfiDpUDA2kr6vyIZHg3E1Meg5MyER%2BNwFe7r%2F8o2cq8WPI3A6uKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJbFgxF02Ef%2Ft%2BgRS%2BZ0XDCe1enh21YqXpAvWfF0IezNzHvY%2FUzN94OzIr5wG3PfiAsGSuHZDp%2B6JBYfwMzOUvpjHG8UrBkvBdz4Pd7xMO4G2S40WiySVeZEaD5f8PRVtt98QDQdmC2%2FdVt5DChfdXT7YOSHOO%2FJWEDmd8BA7KklZ19zjMhDUG39HGmMlNz9VQO%2BEkmhXSEYZ6bw88cu4l1q4jqp6vvpnKCwT8w4fHlHcqvwFXn9TMnV8j%2BnqGPSnIj4tLwcuApNKTsk8KgGXfOZsajFptWJS96fV%2BAquh5YcfDKiuZ0HmephVki5UyLaXTfynZ3kxDcanIZYD1NRSrBWTL5YX6CIsDjiGZ3SvAPGzt7aitzuZbHZt%2FyJyHVJG%2BGKPtJQykmRookhxlg1f7Qau4fTwOUqyF63FjwpQRls%3D&nvMid=84316524964&catId=50004654,1등급 한우 국거리 세절 1kg (+8500원),6772024642.0
359,한우 육우 도매 관공서 병원 식당 학교 납품 정육 국거리 불고기 업소용 육회 대용량,39500,,26.0,11,1,우마왕,3500,"불고기용, 국거리용, 구이용","앞다리, 사태, 양지, 우둔, 목심",1000g,1등급,https://cr.shopping.naver.com/adcr.nhn?x=FUp43IP2LR1ywFE1McQz%2Bf%2F%2F%2Fw%3D%3Ds6ZyBT3BFVzk8DDlFp69Aj1i8oeewUGJjiWGqT0EZHVGk5X2JRgAMpXMWke7HgHVjbw3XrTmX%2B1U65VrrzxjFwci30QtKP1mA7BYZPpxeJLceHZ5T6o%2FKOxB%2BF2EdwDbSz7eZvkFZUDFdbessp7bpeOkB%2BEad0EQD0B4fEu7A%2BIUKx3FAPvXS2zl3wGmP4uA3hNAWEw0JCsb7LJXBJqKWV9015zgK%2BP5r4ZCysDfiDpUDA2kr6vyIZHg3E1Meg5MyER%2BNwFe7r%2F8o2cq8WPI3A6uKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJbFgxF02Ef%2Ft%2BgRS%2BZ0XDCe1enh21YqXpAvWfF0IezNzHvY%2FUzN94OzIr5wG3PfiAsGSuHZDp%2B6JBYfwMzOUvpjHG8UrBkvBdz4Pd7xMO4G2S40WiySVeZEaD5f8PRVtt98QDQdmC2%2FdVt5DChfdXT7YOSHOO%2FJWEDmd8BA7KklZ19zjMhDUG39HGmMlNz9VQO%2BEkmhXSEYZ6bw88cu4l1q4jqp6vvpnKCwT8w4fHlHcqvwFXn9TMnV8j%2BnqGPSnIj4tLwcuApNKTsk8KgGXfOZsajFptWJS96fV%2BAquh5YcfDKiuZ0HmephVki5UyLaXTfynZ3kxDcanIZYD1NRSrBWTL5YX6CIsDjiGZ3SvAPGzt7aitzuZbHZt%2FyJyHVJG%2BGKPtJQykmRookhxlg1f7Qau4fTwOUqyF63FjwpQRls%3D&nvMid=84316524964&catId=50004654,1등급 한우 불고기 세절 1kg (+8500원),6772024642.0
